index,answer,prediction
2283,Мишарина,Еышмрэ
2284,ОГПУ,ОГПУ
2285,Летун,Летун
2286,"по-американски
Степкин
некрупный   .",по-американски Степкин некрупный
2287,сватья),сватья)
2288,"Набиева
туземец",Набиева туземец
2289,невежда,невеж 07
2290,хрящ(,хряще
2291,опорный,опорвыу
2292,"decimal
католик",~ес_ш- каолцк
2293,"омыватель
выбрить
металлический(","3;}1;{ , выбрить металлический("
2294,приступать,ПРИСТУПАТЬ
2295,резюмировать,[ШШа
2296,Ширвель,(овелю
2297,вдова,@оо8@
2298,шайка,шайка
2299,Залуцкий,запутуу
2300,седни,СЕдии
2301,"Ванька
попутный сват?",Бги гг Сш?
2302,Земсков,Знскоя
2303,пролет,оттелгп
2304,"приучать
9278687993)",прчучь 9278687993)
2305,меланхолия,Меланхолия
2306,отобразить,отобразигь
2307,Лосева,Лосева
2308,Иоанн,Ноанн
2309,"тост
выше.",ШОСш оыше
2310,"Хоменок Акуленко
озаботить
генсовет",Хрменок ко озабеЪ {еНае Аку^ен
2311,мило,МИЛО
2312,"кульминационный
жирно задрипанный,",кульминационный жирн задрипанный
2313,кизяк,{еоя 
2314,"Потапчук
mind",Потапчук ш1
2315,"Панько
Немцов",Панько Немцое
2316,"импровизатор-
герметически
телеком менуэт-",ИМПРОВИЗАТОР - ГЕРМЕТИЧЕСК И ТЕЛ ЕКОМ МЕНУЭТ-
2317,деление,еленио
2318,рожь,р ож ь
2319,"соблазн Лыскова
Усачев insect полынный
подоходный самокопание;
аэропортовский закат,","еих Диееора 0668об 803366 (оамаамо ворохор*мс (СУЗОвоозсилсор з9ров9р 6СМа 3с2о,ъ 6СЭ- 6362"
2320,постромка затейливый-,0 МСШОМКО ЗШМШИЙ
2321,Таболич,Таболчч
2322,грация,градия
2323,крем,КИем
2324,"исказить
прервать",Исказить @
2325,"Ягодкин  ,
нагнетание",Ягодкин 9 нагнстание
2326,9903850087,9903850087
2327,Ирка,Ирка
2328,"вскрик
глазной
постель",вскрик главной пОСТель
2329,"осень
9821025012",осень 9821025012
2330,невдомек,#ЕАДОМЕК
2331,"ладить
грамота
Шутько",ладить грамота Шутько
2332,"ефрейтор 9509205111
аэрофлотовский лорд
Векшин стенание рисовый",сфроитор 9509205Ш1 аЭрофлОтвский лорд '11 Вокшян @О87О риСОВБИ
2333,"пиво расческа издерганный
Гайдучик кыргызский
9355462197 Кисляков",1 пиво расческа издерганный 1 Гайдучик кыргызский 9355462197 Кисляков
2334,леер,шешод ! леер
2335,вдавливать,вдавливать
2336,кузнецкий?,кузнецкий?
2337,сайт,Сйг
2338,"обозреть
надругаться
индонезийский?",обоэрсть нодругаться Мдололискии? 4+7
2339,"Ваня(
цикл
пленка",Ёиъ{ #та шшяку
2340,"цоколь
согнутый
реветь",цоколь со:нушый ресешь
2341,"хрипатый
дайджест
звать",хрипатьй дайджест звать
2342,"шнуровка
чего-то",шнуровка ЧеГо-то
2343,"бумеранг
чурка)",бумеране чурка)
2344,trip,ТРИР
2345,"Сахончик
заноза
Дунаева ,",Сахонччк ванова Дунаева !
2346,"МХАТ
live",МХ #9( (ёе
2347,"зубрежка?
Невский",зубрежка? Невский
2348,Корягина,{орцоу
2349,"клизма ?
буднично",кзма ? буднито
2350,9867435447,0867435447
2351,Роберт,воберТ
2352,"ослепить
отягощать",обвевчшо ошяз иашо
2353,Цыбина,Цьбие]
2354,"Косова
лошак ;",9 Хосова ЛОтт
2355,Жерко,Жерко
2356,Сиднев,Сш)нее
2357,"Игнатеня
чуланчик",Интеня чулани
2358,"пальба
брус
поистине
тесаный",пэльба поистине брус тесаньй
2359,Михед,Михед
2360,"9833990610
разграбить",9833990610 р азар абишъ
2361,Полуянчик,(ОПУЯНЧИ
2362,"9305439844
ракетка",9305439844 ракетка
2363,"32361
экзот",32361 ЭКЗОТ
2364,"обмолвиться(
уставный",обмолвишься ( усшаЗный
2365,ост 67185,оЗш 67185
2366,"дума
Тимощук",ДУМА ТиМОЩУК
2367,назреть,#азрегь
2368,"Касач Альфа-Банк
9625628794
головастый",Касач Альфа-Банк 9625628794 головастый
2369,Герман 32970,Гепиэн 3290
2370,фуга?,фуга?
2371,Габдрахманов Середкина,Габдрахманов Середкина
2372,"Мочалов
чага
боек",МОЧОлОВ Ч727 ООеК 97;П
2373,Голубович,Голубович
2374,"косолапый
нарочитый!",косОлапым нарочитъи
2375,даже,дале
2376,замруководителя,замруководителя
2377,Лихач,Лихач
2378,порваться,97 2 $
2379,хобот,ХОБОТ
2380,"44726.
Крот",44726: Крот
2381,"штат ;
79183",и;и 79183
2382,шипеть,шишетъ
2383,Юрьевич!,Юрьеоич!
2384,слежка,(лежка
2385,возразить,оовраацшв
2386,собачка,СОБАЧКА
2387,"упираться?
Абдрашитов",АборашИшбЗ упчрашься?
2388,Марченко,марЧеНКО
2389,кулич,рулич
2390,слаженность,слажетность
2391,"документирование
велик теократический",документирование велик теократический
2392,"грузчик
дисперсия
Гракович-",ГРУЗЧИК ДИСПЕРСИЯ ГРАКОВИЧ-
2393,47038,6 ;м
2394,"киселевский
send
Ширяева",КИСеЛеВСКИЙ '@> Ширяева
2395,Леша,Леша
2396,"электричка,
зэковский",олазт)ко ЗЭКОВСХИЙ
2397,"until
9403245695",ш] 9403245695
2398,"Селин
Марчик",Селин Марчи
2399,"манок
урка",МаНОК урка
2400,"сладенький пуфик
Рускевич нагибаться",сладенький пуфик Рускевим_нагибаться
2401,Хорошилова,Хорошилова
2402,"синод
западно-сибирский
Леня
9435622099
государственность",СИНОД ЗАПИАДНО СИБИРСКИЙ Лви 9435622099 ГОСТДАРСТВЕННОСТЬ
2403,"через
водолаз
министр
военный
Алина",через ВОДОЛаз министр военный Алина
2404,Ладик,Ладчк
2405,сажа.,сажа
2406,"спешный:
дурь
уголовно
Бредихин",с<еъный: Журъ уао^овно Бредихин
2407,дыбы,Эыбы
2408,"Свешников
кузнецкий Тазетдинов
9811018780",СВеИНИКОВ КуЗНикий ТаЗеЮОИнВ 9871018780
2409,диско,диско
2410,"ищущий 9651044143
гомосексуалист!",ИЩУ щиЙ 9651044143 гомосексу алисть
2411,жесточайший,жесточайший
2412,Фролов,ФРОЛОР
2413,"Павловец
рассуждать
неоглядный
повышать",Павловец рассуждать неоглядьй пОВЬаТЬ
2414,37741,97741
2415,цель,щодь
2416,"шаманский
9073042834,","шаманский 8073042834,"
2417,"Бирюков
Хомяк",х Бирюков омЯК
2418,концессия,концессця
2419,Рассолько?,РасСОЛЬКО?
2420,Калюжная,ная Колюж `
2421,"Борцова
блокнотик
бикини",БОРЦОВА БлокНОТИК БиКиНИ
2422,Сочи,Сочи
2423,орех,Фрех
2424,двукратно,двукратк Но
2425,усик,7 сът
2426,"нераздельный
обложение",неразаельный 0блож ение
2427,Августин участь,Авгу стин участь
2428,"брюнеточка
реакционер",брюнеточка 
2429,"add
Темников",асф ТемНиков
2430,полет,{Лолет
2431,"Вергейчик
закруглить",Вергейчик закруглить
2432,царить,"""и?ь"
2433,бессвязно,беСсвяэно
2434,штормовой,шугвоя
2435,"умный,
кодла",у% коша
2436,"Каверина
хорда
57407",Каверина хорда 57407
2437,"бунтарский
дворня",бунюарский ФОрня
2438,"Можарова,",[Ж(ОВО
2439,"печь
вздуться Шойгу очертить
свидетельский 9571218301
избрать тифлисский
беспричинный Сивая   )",печь ВаДУтья Шойу очертигь свидетелький 957218301 тифлисский бесричмитй Сивая ивбрагь
2440,31659,л  '# 31659
2441,"несметный неотвязный
Манн бунчук
Фадеева соблазнять.",несмешный неопвя зный Манн бунчук Фадеева соблазня ть
2442,"10300
13633
Стаин",1О300 13633 Сшяцн
2443,Жура,Ж9ра
2444,полишинель,попишинель
2445,"ложность
снижаться
укоризна",должнооь сккатъся укОривва
2446,66303,66303
2447,Рубанов Мартинович,Рубанов Мартиновия
2448,"вонь
тупо",ВОНЬ шупо
2449,Ахтямова,'14 } Ах/ямова
2450,"РСФСР
71629
стянуть",РСФР 71629 СТЯНУТЬ
2451,"португалец
дурно-",ПОРТУГАЛЕЦ ДУРНО
2452,семенник Чаленко,семенник Чаленко
2453,"стащить
четки",СТаЩИТЬ ЧеТКИ
2454,полночный,полночный
2455,сродни,яводам
2456,фактурный,фахтурвыи
2457,"пауза:
turn",Ъ тняуаа;
2458,Пузан,Жусд
2459,землячество,^ м 89 '
2460,"Пожидаева
Столярова","Пож 0086,а Споляро88"
2461,"кадка
талант
хлебец
яство.",ТАЛАНГ ЯСТВО: КАДКА ХЛЕБЕЦ
2462,"перепродажа однополярный Шуляковская
недоделка подковать
Жила Реброва грампластинка неслучайно",ПррЩДаЖа (ДЮПЛЯПНЙ ШуЛЯКОВСКаЯ НДОДеЛКа ПДКОВЗТЬ Жила Рбрв ПаМПЛаПИКа НОУЧЙЮ
2463,"пемза
гречка
штраф
Ганина",памва гечка штраф Гаюиа
2464,Урюпин,ш Урюпин
2465,бубенчик рассвет,бубеник   рассвет
2466,ниче,
2467,Бударина,Бударина
2468,43418,7 734
2469,бобер,бобер
2470,гибкий,(бкий
2471,общительность),сбуительноско)
2472,"Достанко клеть
зарегистрировать.",Достан 0 ху(эы варегистрирОвать
2473,Чуйков!,Чуйко (
2474,плинтус,плинтус
2475,"Тишкина
Бурдук",Дишкина Бурдук
2476,74804-,74804
2477,"рьяный
околыш",рьяный околыш
2478,Рафаэль ихтиолог,Гафэль ИХИолог
2479,пипл,пии4
2480,"Коряков перестрелка
налоговик тягота
затечь Люся Лещенок
салатница Гречишкин",Коряков перестрелка НаЛОГОВИК ТЯГОТа затечь Люся Лещенк салатница Гречишкин
2481,"скорбь
курение",Сорбь курение
2482,"почтовик Кокорева
переселиться
подсадной Малюк",+оттови Кокорева ПреСеЛИья ПОДСаДной Малюк
2483,юрин,юрин
2484,"сиживать
Антошин .",оиеав Аполиш
2485,Клецко,Клецко
2486,взаимно,взаимюо
2487,нестройно,нестр ои н 0
2488,истреблять,Истреблять
2489,Глеб,(лес
2490,"Шанчук
отдых(",ШАНК ОТДЬХ(
2491,пудовый,шуувоасу
2492,"Бохан Толстых
содержательный",Бохан Толстых содержательный
2493,сыграть,"~ыера,ь"
2494,"бакенбарда
ЖКУ проявлять",бакенбарна ш&у гроявиль
2495,"ситец
тлен",сигец ТЛн
2496,"льгота Мохов
понятный 56844",льгота Мохов ПНЯтн:й 56844
2497,"генацвале
9917883936
Лагунова
новоявленный
всенощный",гнапзало 9917888988 Лагунова НОВОЯвЛонъыя ЕСОЮОПъъМ
2498,"заталкивать
твин",заталкивав ТВИН
2499,задрать,ЗАД РАТЬ
2500,"Зеландия Щурко
Решетников
повиноваться:",Зеландия   Щурко РеШеТНиков ПОВИНОВатЬсЯ:
2501,Гуторов,уторов
2502,пробрать,пробрать
2503,72648,72648
2504,Баранова 9193400286,Баранова 9193400286
2505,28728,28728
2506,песик,пзсик
2507,"уценка
хлыщ
ариец",уценка ХЛЫЩ арцец
2508,индийский,Иийский
2509,9727438962,9727438962
2510,паря,ширя
2511,"седой
житие
частота)",се994 жииие %9сшош9]
2512,63248,63240
2513,"road
крап-",%аф крап-
2514,Кулакова,(улеково
2515,"Ширшова
княжна",Ширшова княж на
2516,конек,конок
2517,"Сущик
данный
не-ет-",Сущи данъй неет-
2518,"обертон
малышок
пыльник",обертон МаЛЬШОК ПЫЛЬНИК
2519,убить,уби$ь
2520,Бородко,$ород40
2521,неофит;,неофит;
2522,наци,нц&
2523,9589904402,959904402
2524,"сталь
писарь
Копоть-",внса Еа+а25 надказ
2525,"мифический
слизь
Эмиль   :",М!#ский слеЪ Энпль
2526,"базилик
мойка
одарять",базиАик мойка одарять
2527,56976,56976
2528,"able
армия
генез",2 ( (Ые армчя 2енеЗ
2529,обхват,( езъ
2530,лень,#
2531,сляб,Сляб
2532,разъезжать,рзъезжев
2533,"очертя досочка
score
Овсейчик
молох",ОЧЕРТЯ   ДОСОЧКА ~~_Е ОЪЕЙЧИК КОЛох
2534,пава,лава|
2535,"государыня
скорбь обязать
Колпаков тарарам",всастрила @Яозыль 8оллаг 3 Фтрорещ #кор&
2536,благо,2 б4 аг
2537,"Абсалямов
мильон",Абсолямов мв
2538,"Колб
егерь",Колб егерь
2539,"перетряска
статус  ?",перетряска СТатус
2540,"полк
башковитый
подсластить",ПОЛК башковигый подсластить
2541,"бунчук
оленина настояться",бунчук @лениа [аст@яыся
2542,Хмыль НЛО,Епо Хмышь
2543,чево,ЧеВО
2544,"снятой
много",сняшой мно20
2545,fair.,$ '1 оът
2546,"pull
льстить?",лъстшэъ? 9д5 ₽ ри>
2547,"зябь
консульский
чубук",; 8 чубук
2548,"Вавуло
печаль
Битов",Вавуло печаль Битов
2549,"тамошний
Климкова",4 [ОМОУИНИЙ [ЛИМКОВО
2550,парусник активно,ПрУсНУУ ОКШонО
2551,"Скоморохов)
задушить",СКОМрХов} Задушигь
2552,умело,Ни Умело
2553,нокаут 9935916640:,нокауш 9935916640:
2554,отбор,опбор
2555,загалдеть,за2ал ешь
2556,"Титов
загранка",ЩЯЕЩ Ти08 заеранка
2557,"нонче
Рожок
дрын",нонче Рож ок @рын
2558,"эгоцентризм
подоходный",эгоцентризм ПОДОХ ОДНЫЙ
2559,списывать,;гзьвать
2560,исповедник,ЧспвеЭнЧк
2561,югослав,югослАв
2562,сноп,СНОП
2563,9794219977,(6> БКа} аинс: 979421997|
2564,"несущая
напутать  ;
9325177335
Искандарова",[заущая шакнуташь 952Б5.Е95 Ияандарова
2565,сирый,сры;
2566,"олигомерный Марья
девчонка Сойко Шух
Усманов
несколько инженер",охиомернй Аевчона Сойо Усманв НСКОАЬО инженр Мары Шух
2567,"издевка
Чаусов )",издевка Чаусов
2568,"коммерчески,
33936 цаца
Скуратов
Рено
израилев!",коммерчески 33936 Цаца Скуратов Рен ивраилев!
2569,"ВЦИК
наезд",ВЦИК наезЗд
2570,Пауков,ПОУкОВ
2571,"уезд
Митрохин
срезаться",уезд Мигрохин срезаться
2572,"ключица,",",очица,"
2573,нечего(,нечезо(
2574,"вынуть финал
Глушак
хлористый",вынуть финол [ЛУШИК {оричый
2575,63448,6344а в4=}
2576,"четверик Мухаметдинова
Гирин хохма стильно
Ширшова приснопамятный",четвери   Мухаметдинова Гирин хохма СТИЛЬО Ширшова приснопамятьй
2577,"Ганичев
клевета
Реутов
фонарь ,
выдуть",ГОнев КЛеВеш 00З фоь 6эуъь Рут
2578,9724237560,0124237560]
2579,"9169048712
иль волкодав
страз",@684812 [ ВОЛКОДаВ @р@
2580,м-м-м,*~мым
2581,Козич?,козич?
2582,Гладченко,Глаоченко
2583,"Фишер,
галогенный разбойник",Фиер ш палгенъй разбойаж
2584,"филигранный
Греция",фипираньй Греция
2585,"пряник picture
одурманивать
это ужасно",пЯнСк р~ие (урМ(ниЗЬ Э1О УЖасно
2586,"селезенка
Степанов",сеЛ езенка Сте панов
2587,"Гайдаш скандалист
возблагодарить
бонна Стройтрест",Гашдшш сканоалчсш 803 бла:одаршшь бонна Сшройшресш
2588,"эпилептик
керлинг
20922
юркий",Эпилештик керлинг 20922 юркий
2589,помпон неоднократно-,ГОМПОн неоднократно-
2590,подогнуть Сокольчик Ракитин,2о8о?н9иь @окольчик 2@к_шин
2591,"Поздняк
вытесняться",ПЕЗДНЯК ВЫеСНЯТЬСЯ
2592,легкомысленный,Лехомыелану
2593,"трубить)
рака
дурдом",ТМЫ [Ю ДУМОМ
2594,Зенчик,З
2595,"свес
Диана",СвеС Диан
2596,"99259
НКВД
Дали",9925 9 нкВд Дили
2597,"сооружаться
иглоукалывание
Строев",соОружатья илоукальване Строев
2598,"укореняться
писарь
понижаться","Жкореняшься <с:фь , чжо/ЬсЯ"
2599,будочка,будочка
2600,"Тулупов
Дедюхин",ТЛПОВ ДЕДЮХИН
2601,"Семыкин
стойко
Якунина?",Семыкин спойко Я ку нина?
2602,82606,82606
2603,Носов,Носо}
2604,Трегубов,Трегу бов
2605,засиять,900715943
2606,"ломота
ухудшение",ломота ухудшение
2607,описаться,"83067 0 "" ге"
2608,Устинова,У (ЩЧНО6(
2609,Дергач,Дереач
2610,"талый
88444",ТаЛыИ 88444
2611,"противно
Ляхов",пРошино Ляхов
2612,"дефектный
катар",дефекшный кашар
2613,"мачта левизна
9139812070
слепая-",мачта левизна 9139812070 слепая-
2614,легкоатлет обнажаться.,деткоатлет @бнажатьсяо
2615,"9722402815
Самович",9722402815 СаМОВЧч
2616,"Юхник доброта
девятнадцатый  )
канонизация
вручить матица )
Казимиров шляхта",Юхнцк доброша девяшнаоцашый канонцзацчя вручш/ь машца Казцмцров шляхша
2617,насилу,насилу
2618,вымачивать,Вымачивать Шии
2619,"бегун
Запольская",ЗМЮАЬСКИЯ беъуН
2620,сервис),с4о29)
2621,"антураж бисквит рецептура
невидимость пакер тачка
Молчанов Новик Рябцева",ангураж бисквиг рецепгура НеВИДИМость пакер тачка Молчаюв Новик Рябцева
2622,"9118301130
баснословный",918301130 БАСНОСЛОВНЫЙ
2623,"обрез
стыдливость
Шанина",СТЫДЛИВОСТЬ Шни обрез
2624,погонщик,логонщих [ осл5
2625,сразу,сразу
2626,Дедов.,ДедоВ
2627,"прошедшее,",ПрОшдшее;
2628,Майко,Манко
2629,"обалдеть
каторжанин",обалдеть каторжанин
2630,"сливки
уличка",СЛИВКИ УЛИЧКА
2631,"марихуана
шифон  ?",мариуана шифон ?
2632,гриф,;'? =
2633,Кушнер,Кушне?
2634,"безумный
гороховый",боэумный гороховыи
2635,correct,сопесс
2636,поверх,в повер}
2637,"паралитик
Личко
Моргунова:",прлицик Литш Мптуншя:
2638,"вколачивать,",вколачивать;
2639,"апчхи
тимус)
hill","хеки шу9) ,Ш"
2640,"сырьем
иссякнуть
Сапоненко",отрьенд иссанвуъ Сатвовухо
2641,"раздвигать чушка
трудный вдохновить(",равдвигать Чушка трудюй   ЕдОхновигь
2642,30390,30390
2643,"page
обаяние
нести
анчоус",ряче Обаяне #ести анус
2644,брехня,брехн$
2645,прииск,яруиск
2646,ежить,ежито
2647,Яцыно,Я цыно
2648,"Плетнев
Смольский
разрисовать;
оценивающий",Плешнев Смольскш` равршсовашы; ОЦеНШВОЮЩШЙ
2649,gone,9о>&
2650,жираф,жчраф
2651,"пуск,",пуск 
2652,"Козак
Басов-",Козак БасОв
2653,"гогот протуберанец
9036762207
заалеть спидвей",тог протубсракад 9тя6 о уэъ СПУДЕСЯ
2654,"дагерротип
ступор",дагерротип ступор
2655,"минский
нормальность айва",МинскиЙ НОРМЛЬНОСТЬ АЙВА
2656,тяпка,тяпка
2657,Лазарева,Л азарез0
2658,"Журова
Базан
статья
МЭРТ
Макей",Журова Баван статья МРТ Макей
2659,акрил,акрил
2660,шарить),миришь)
2661,"44638
48305.",44638 48305
2662,"пеший;
стук",<еший; спшук
2663,"фотка-
борец
пошив",ФОТКА- ЕОРЕЦ ПОШИВ
2664,"дивно доносчик
калужский арбитр
переиграть",дино доносчи калужский арбигр переитрать
2665,67606,&7605
2666,сота,сота
2667,"пшено
наяда",Л0ЯО <Н
2668,линять,линять
2669,Козаченко,Козаченко
2670,дель,дель
2671,"панталык
9179675715",панталык 9179675715
2672,"Глебко
зарастать",Глебко зарастать
2673,17047,= я12= (7(47
2674,"наклон
Плетнев
Малкин)",наклов Плетвев Малкин)
2675,Меньков,Менько?
2676,Черный,Черный
2677,78669,78669
2678,"Бирило
Кусков
физфак",
2679,Кохно.,5
2680,"догматизм
path",доМагим ра
2681,Седова,Се% Ва
2682,9563363505,9563363505
2683,"Ксения многоуважаемый страус!
марал Дина прищурить",Ксения многоуважаемьйй СТ раус! марал Дин прищуригь
2684,"тантал
амбиция",Пан/аЛ ОМбЧЦЧЯ '8$}
2685,60093-,6008
2686,"Михаэль
Болотин:",Михаэль Болотин:
2687,"простираться
запасной",'ос<ришься ЗаХОСНОЙ
2688,"Герус
37106
Метла",Герус 37106 Метла
2689,"believe(
Нефедьев
покорность",Бее е( Нефедьев покорность
2690,"умывать Цыбуля
шутить
нация
житье
лакейский(",умваг  Цбуля шути. ноцуя жиге лакейский 3
2691,"фавор Вашкевич
rock
Карасик
пиротехнический",фавор Вашкевич <Ф Караси протехнический
2692,9796639454,9796639454
2693,"station
бубновый",Зъ_о₽ бубковый
2694,пластически?,ПЛАСТИЧЕСКИЗ
2695,чахнуть,ЩЖНУТЬ
2696,"попа
39972",нех э е_в
2697,"Щуревич
суббота,",Щуревчч суббоша;
2698,"опасный
к.417",шэ О<_ны К417 7 7 ~
2699,глыба,(ы64
2700,"распухать
Михасев
свыше",РАСДУЛАТЬ МихАСЕВ СВыШЕ
2701,лучина,лучина
2702,"затейник
заскрипеть
9481761006
угадать",ВаТш вас рипеть 9481761006 угадать
2703,неяркий,Кеяркий
2704,носик,есс2
2705,биомасса,биомасса
2706,"мякоть
Киселев",МЯКОТЬ Киселев
2707,"27496
правда",27496 правда
2708,9348606426,Яуесов4т5
2709,"9957277488 длить
Коротких кустик
Марфа Рыбинская
Гузенко)",9957277488 Элшь Корошки кусшчк Марфа Рыбинская Гузенко)
2710,"повелевать отвалиться
укачать заснять",иовелевчшъ оивилишъся ук ич4шь зисня/Ъ
2711,ларец:,ларец:
2712,"Милютин Мигунов
материальность;",Мютин Миунов материАьнОтЬ
2713,логос,логос
2714,"Травников
73481.
МГИМО
наступать;",Тр яеника 73481. мгимо наску иаты)
2715,ни-ни!,ни-ни!
2716,wrong,[0И
2717,разлад,разлад
2718,хвощ,5
2719,Лебедевич сниматься,Дебедевич сниматься
2720,"Шупляк)
плотик",Шупляку) шогик
2721,"смачно
паника;",смачНО паника;
2722,"октябрьский
Севрюков Дятлов
Хомченко
сморщить
хиромантия",ОКИЯбрЬСКИЙ СеВрюков ДЯнов ХОМЧенко СМОфФИЮЬ ХИрОМЯНИИЯ
2723,веточка,~2 тх
2724,"Симченко
дева",@имченко дева
2725,сжигать,СЖ И2(ЮЬ
2726,Леонова,еонова
2727,Кочанов,Кочанов
2728,"уездный,",Уездный;
2729,"нагорье
краснощекий,
соединенный",назоръе краснощекчй соедненный
2730,"начмед Герасим
Сысой Стоянов",нэчмед Герасим Сьсой Стояюов
2731,ребрышко,хехъ&
2732,благоприятность,ЕлАПОЛРИС: 'Нось
2733,Чиркун,Чиркищ
2734,нереальный,Крреальныю
2735,особенно,особенно
2736,Жарких,{@
2737,"волшебно никак
пощекотать
кабинетик","волъебно НЪКОК ""ощекооэъ кобчнешчж"
2738,космос,КОСМ ос
2739,"однополчанин
проходка
уплывать",однотолеюн гроходка упльвать
2740,несмышленый изобличить,Н@СМышЛеный изоблшичить
2741,"paint
пятый
десница
Севрюк",ра' пЯшый деснцца Сеерюк
2742,Жабко Митькин,ЖабКО МИТЬИН
2743,усесться 9314966008,УСеСшЬ:я   9314966008
2744,лабаз,Лабаз
2745,"идол
48146
хула ?
Бокий",ИАОА 48146 хука 2 Вокий
2746,диаспора,4 {щс<о-?
2747,"branch
Тетерина",Бг-<с} Тешерцна
2748,"обосновать
лихач",обосновашь похан
2749,"упорхнуть
деревня
кокс",упорхнутъ деревня кокс
2750,"грациозно
изголовье",грациоэно изголовье
2751,Даниил,Даниил
2752,"клавир Сак
продуктивный
хлопотливый
колосник",клавир Сак продуктивный хлопотливыи кОЛОСниК
2753,Хрущев,Хрумев
2754,стоп,стоп
2755,Бобрик,Бобрик
2756,"54732
47188",54732 47188
2757,Шишло:,Шишло:
2758,"овцеводство
единый
прояснение
гневить",ОВЦЕВОДСТВО @ДИНЫЙ ПрОяснеНИе ГНеВИТЬ
2759,"счесться
Алексий между
опус
туфта Кудлач",СЧеСТЬся АЛеКСИЙ между ОПУС туфта Кудлач
2760,рассекать,рассекать
2761,86554,86554
2762,Зыков,Зыкоб
2763,"Мендель
осколок",Менде^ь ОСКОЛОК
2764,"посыл
Михин
раба",ПОСЫЛ Енъл !а Михин РАБА
2765,"winter
анкетный
навряд
остро",ш'пъег анкепныа навряо остро
2766,"артиллерия
Грекова",аршшлерця Грекова
2767,Брич:,Брич:
2768,"Сидоров
курортник.",Сидоров курортник:
2769,снедать,снедать
2770,"покинуть Капский
сломать Абдулла",ПОкЧнУ ь КаПскцй слома/ь АбОулла
2771,простак,простак
2772,веха,веха
2773,"поручень Коптева
миллиардер
пальмовый",поручень Коптева миллиардер пальмовый
2774,лежать,лежать
2775,блесна,блесна
2776,крона,В рн
2777,лето,Лаю
2778,брага),брага)
2779,"заказной?
опала
бесчувственный
извиняться",заказнй? опала бесчувственньй ИВВИНЯТЬСЯ
2780,Чикаго,Чикаго
2781,Матюшин,Майанн
2782,умно,умно
2783,Кулыба,Кульба
2784,"студеный
резервист
ацтек",студени резервист ацтек
2785,талмуд,тал му д
2786,датчик,"ДА , Аи"
2787,кварц,* кварц
2788,стук,с<у к
2789,"шейный
пошловатый",{еЯный полплозатый
2790,"гусар
уход",[сор УХОА
2791,"червяк
эпатаж
магний
двурушник
гнать",Червяк Эпагаж мапий двуруши пагь
2792,"женить
сводиться",женить СВОДИТЬСЯ
2793,"Баблевский
Киселев!
приземной",Баблевский Киселева присемй
2794,хотя,хоша
2795,"ефрейтор
отлучить",ефрейтор ОТЛУ ЧИТЬ
2796,10388,10300
2797,"Малинин
9368238420 ниже
Давидович",Малинин 9368238420 ниже Давидович
2798,кросс,кросс
2799,включаться,еключашься 
2800,Маров,МароВ
2801,"компас манишка
9392790085 Бобр",хФтииас Г; т 9392790585 Боб2
2802,пешка,ПеШка
2803,"скатка
умный",ска/ка УМНЫЙ
2804,"банковский дамка
Иордан бархотка","бЧНКОВСКИЙ дмки 7# |,"
2805,сервитут,@рмт
2806,"малость;
приглушенно
стать Малицкий",наршышииа| ШршшшН шшь ИШШ
2807,"завитой
fight
бусы плечо)","ЗаВиой ПД бусы ""лен)"
2808,"наущение певица превозмогать
солженицынский",61 2 наущение певица превОЗМОГать солЖеНицынский 2 о
2809,"Дутов
замазка
супчик
куда",Дутов замазки Футчик куда
2810,"ребус
ломка",< ЛОМа
2811,пенаты!,ъ7 пенат
2812,"лязг
пайка
ожог",АЯЗГ пайка ОХОГ
2813,"смотрение
возмужать",0 СМотЕ:}не вОзмуавь
2814,"бубновый
шустро
удобный",бубновый аусро уаббный
2815,"кабаре
подачка
опекун",кабаре ПОДана Опекун
2816,водянистый,воДяиистьй
2817,Романова соломенный:,Романова СОЛОМеННЫЧ:
2818,Изъюров,Иъюров
2819,"проповедь
Якубчик остроумие",проповедь Якубчик оСтроумие
2820,обозлиться,ВР 8 ОбОЗЛИГ! 1я1 МАЮЬЗ
2821,"датский
наплавка",НаПЛёВКЗ ДатТский
2822,"просидеть изучить
углеводородный  ;",просидеть изучить углеводородный
2823,"Стефан
тупость",Стефан ТУЮСТЬ
2824,"Пекун 71434
регулировщик вослед
физик-теоретик
верблюжий светодиод",Пекун 71434 регулировщик вослед физик-теоретик верблюжий светодиод
2825,"продразверстка
Старикова!",подразверстка Старикова!
2826,примат,примат
2827,Шелкович,ШеЛкович
2828,мстить Ковалевская,Ковалевская МСТИТЬ
2829,Артамонов внезапность,Артамонов вневапность
2830,52358,52358
2831,отток,ото
2832,"Хуснуллин
ингушский
катион примечание",Хуснуллин итушский катион трименсниэ
2833,но-но,но-НО
2834,"славист
82509",с^ЯЗИСИ 82509
2835,мазанка),мазанка)
2836,клепать,клепать
2837,"выемка
Концевая",бб1ёмка Концевая
2838,"9658168312
бридж
Хасаншин",885816832 Фих Хасаи 11;[
2839,"прядка  .
9925103811
Петрович",ПРЯДКА 9925103811 ПЕТРОВИН
2840,брюзжать,брюзжать
2841,"Машкин
рекорд
пожарный",Машкин рекорд пОЖ арный
2842,всецелый,есецелый
2843,"Шингирей
Табаков
Нечитайло
Аршинов",ШИнгИРЕЙ ТАБАКОВ НЕЧИТАЙЛО АРШИНОВ
