index,answer,prediction
810,Китайский буфет Чифальня,KuTauckua oyer 中式 YupanGHa 快餐店 TEOHOnOTHR IWDITHAS TDHOnOn 45800074 ADOTCAA TDJHOnOrVS TOGRAN ADDOTCAA www.6461010.m TOOHONONHR AERICAA (SATEHTHAR www.6468000.20 TEXHONOTVR AEHMACAA NATUHTHAS wwww.6468080.ru FOHOnOTHA AETHHCAA 616000070
811,Автозапчасти,ABT03anyaCTN
812,At Home,At tHome
813,Перекрестись ,olep=KpecTMcb
814,рив гош,HPUBrOW Tuprqua
815,Mozhajskaya street улица Можайская 39,MoKancKaa 39
816,Колумб,TIlypucuucg Karyms
817,ст,ICTL
818,Яркая Реклама,Peknama pkaR
819,гейзер,
820,Многобелья,
821,продукты,MPOAKTIT
822,АВТОМОЙКА,
823,Промсвязьбанк,npoMCBA3b6aHK
824,Мираж,Mapaak
825,ДВЕРИ МИРА,ABEPN MNPA
826,Мир шитья ТКАНИ НОТАРИУС 10м,Mupwumbg TKAHN HOTAPWYC
827,миц,MNU
828,All you need is flowers,All you need is flowers
829,CHANEL,CHANEL #6348288
830,IANIS CHAMALIDY,IANIS CHAMALIDY
831,классный уголок,knaccnbui yronok
832,60,60
833,фрукты продукты,OPYKTbI.NPOAYKTbI
834,МаксидоМ,MaucnaoM
835,Брандмауэр,Gnnep Boesrpyua paHMayp HRCCE
836,TECE close to you,TECE: close toyou 14 C6bUNCb MEUTbI HAPOAHbIEI
837,Вандализм - разруши- тельное поведение человека,Bangaugu-papyuu- SPAT merbuoe nobegaue yeuobeca 签
838,БЕЛГОРОД,opo
839,ЭТО ТЕЛЕПРОЕКТ ДОМ-2,3TO TENENPOERT AOM-2 艾浆 H CErOAHA BONOAA NVTNH BbIE3RAETM3BNN-A0MNRA Lcomleanissonrelic
840,Василий Шукшин. Кадр из фильма Печки-лавочки,"Bacnnni WyKWNH. KaAp N3 ounbma ""neYKN-naBOYKN'"
841,Иван Васильевич МЕНЯЕТ ПРОФЕССИЮ,MEHRET DPOPECCHIO
842,Я,_HeyKa RECOMMEND.RU
843,"Алексей исполнял обязанности горничной, мыл полы, колол дрова, топил печи, чистил овощи, ходил на базар и в лавочку.","RHCTOHnOOA3aH onOn APOBa,TOnHn neqH,HCTKN o"
844,"весна,блин!","BeCHa,H"
845,Я ТЕБЯ МУР МУР,ATE6A MYPMYP
846,В,B
847,ДА ЗДРАВСТВУЕТ наше начальство! САМОЕ ГУМАННОЕ НАЧАЛЬСТВО В МИРЕ!,AA3APABCTBYET HAUE HAYADCTBOI CAMOETYMAHHOE HAANbCTBO BMAPE!
848,НЕ ПОМНЮ - ЗНАЧИТ НЕ БЫЛО!,HEI nOMHIO 3HA4NT HE SbIno!
849,секс,CEKC HCTPKTOP
850,НИ ДЕТЕЙ НИ ЗАБОТ,HNAETEN HW3A5QT 3rscTapa brrSanka
851,ОТДАЮСЬ РАБОТЕ НА 100,OTAAIOCb 10%nOHEAEAbHHK PASOTE 25%BTOPHMK 40%CPEAA HA100% 20%4ETBEPr 5%DATHNUA
852,отличный парень,OTANYHDIN TIAPEHb
853,Девичник!,MeBHqHAK! CCL
854,Че вылупился будто у меня яйца на бороде!?,SyATOy  a e Bbunynuncs Ha bopone!?
855,Для меня авторитет мой любимый дед,ASMEH aBTOPUTeT MouA6uMblu nen
856,обожжжжжаю,50kx冰x冰A/O
857,ПАЦАН СКАЗА ПАЦА СДЕЛ,TIAAH CKA3A CAEA
858,девичник,AEBNUHNK ??D B03.0eaRR
859,сексом дружбу не испортишь,CEKCOM APYXBY HE NCNOPTAWb
860,REAL,REA
861,без баб,8 千 6E3 6A6
862,ТОЛЬКО-ЧТО УДАЧНО ЖЕНИЛСЯ,TOAbKO-YTO YAAYHO XEHKACA
863,без паники! сейчас всё будет,& DON'T BE3 NAHHKH! CEHYAC BCE BYAET
864,богиня,BOrNHA
865,ЦАРЬ,JAPh HPoeromaP
866,вот так выглядит идеальный мужчина,BOTTAK BbIMANT WIEAIbHbIN MYXYHHA
867,ЗАЧЕМ РУГАЕССЯ НАСЯЛЬНИКА?,3A4EMPyTAECCA HACANbHNKA?
868,HELLO,
869,"Nah. - Rosa Parks, 1955","Nah. RosaParks,1955"
870,GIRL,GIRL
871,я так думав,y Pee! TAKDYMAB  Uu.pmcoy
872,мама,SHeuLs MAMA
873,ЦИРКЪ,APS Z
874,BERRY,BERR
875,ШОПИНГ НАЛЕГКЕ,1  WonMHr HANErKE
876,allcafe рестораны и гостиницы,allcafe peCTOpaHbI HrOCTMHHubl
877,овощи - фрукты,OBOWN-@PyKTb
878,индюжина,MHAIOXIHA
879,Пекарня,TleRapHa CBexag BKycHbu BoerAa Bainevka! xe6! cBemee!
880,М,Malaan
881,сбарро,sharro Chappo 
882,HUAWEI,HUAWEI
883,МЕБЕЛЬ,MESEnb
884,ИТАЛЬЯНСКИЙ OSTERIO MARIO РЕСТОРАН,OSTERIO MARIO
885,FINIKO,FINIKO
886,Лиговский проспект ,Sraw1 H E furosckai npocnexT
887,ЕЖДУНАРОДНАЯ,MEKJYHAPOANAS 
888,KURAGA.AGENCY КРЕАТИВНОЕ АГЕНТСТВО,KURAGA.AGENCY KPEATNBHOE ATEHTCTBO
889,BeverlyHills DINER,BEVERLYHLS DINERE
890,библиотека AB IMPERIO журнала,O Teka AB IMPERIO Ky p H raJIa
891,НАЧНИ СВОЙ БИЗНЕС,160000 HA4HN CBON BM3HEC 命  TE
892,НАЧНИ СВОЙ БИЗНЕС,160000 HAYHN CBON 6M3HEC WHSETMV O  围  H 字 仁工
893,ВИНО,
894,GRAO DE CAFE,GRAO DECARE
895,калина молл,X KAAMHA MASCOTTE KAAHH MOAA nyWKNHO E  nAPK 1D MONA mNS SRD JATAION 0 267 ZHCATE
896,а -Кофе,Han'zKo中e
897,не,CIATIHF HF
898,восточный банк,BOCMOYHbIN GAHK
899,МОЙКА,
900,Федеральная налоговая служба,中enepanbHaA HanoroBaA cnyx6a ENEPAHARHAOCBAR CYHEA TATAPHHCHOMYPAROY PoHcNecCtno .CEBACTONOA C AReemnocnOcaPS
901,BARZINI РЕСТОРАН ИТАЛЬЯНСКОЙ КУХНИ,1 PECTOPAH HTAIbAHCKOY KYXHN
902,WC,WC
903,ЛИЦЕЙ 17,VNPARIEHME OSPASOBAUKS AIMNHHCTPAUMN TOPOA CTAPONOIS MYHNUNNANBHOE ABTOHOMHOE OBUEO6PA3OBATEJbHOE YPEXLEHNE JNLEN N17 FOPOIACTABPONONR
904,230-231,230-231
905,here now,here&nou
906,HILDING ANDERS,HILDING ANDERS MLONG ANCERS
907,СЕМЕЙНОГО,VANA CEMEMHOTO YXO
908,ББР БАНК,66P BAHK
909,ПОЛИКЛИНИКА 32,8.8.8 OKHON2 8888 OKHON1 888 nONNKnNHNKA 32
910,ВЫВЕСКА,
911,Курицу вином НЕ поить,BUHOM Kypuuy noumb HE
912,37,STAPIAR 37 N
913,НАВАЛЬНЫ,HABAiiM
914,юляятеб люблю,HNSATEE Thahno
915,АВАЛЬНЫЙ,HABAAbHbN
916,С новым годом,CHOSSLM FOCOM
917,i love you,
918,люблю тебя,A1O01O TESR
919,2020 2021,2020 2921
920,Merry Christmas,meghotyr
921,LOVE,
922,желаем здоровья! мы-вместе,M6IBMEO DCEAAEM 3AOPDB69? #MbI-BMECTE
923,Happy New Year,Haopy New Jeac
924,2022,2022
925,ПУТИН-ВОР,xIMn-FnE CLUBLEXUS RUESIA
926,2019 2020 2021 2022,2019 2020 2021 2022
927,Merry,O
928,ШНУР SOS, LHYP SOS # 
929,2022 HELLO,2022 HELLO
930,навальный,HABAAbHBIB
931,НАВАЛЬНЫЙ!,
932,SNOW,SNOW'
933,УБРАТЬ КУЧЮ,nyTWH noMorA KSHIO y5PATb
934,SPRING,
935,2020,2020
936,ТА ИНГ,
937,SALE,SALE
938,В ЮНЕСКО,
939,SPRING TIME,TIME
940,Доброе Утро,Dospoe yrapo
941,Bud,
942,снегом!,CHErOM!
943,С первым снегом!,Cyla CHerOM!
944,СН ВИК должен быть БЕЛЫЙ!,CHLOBMK AOAKeHObITb SEAbIN!
945,2019,*2019#
946,Happy new yea,Saypag ri pou
947,17 января - Всемирный день снега,17 aHbapa - BceMupHuuii geHb cheza
948,2017,
949,snow,snow
950,С новым годом!,CHOBbIM TOAOMI
951,URA.RU,KOMLOKZA  URA.RU
952,сккрсп,
953,SNOW,SNOW
954,Пусть Зима будет С НЕЖНОЙ,ycb CHEKHON 
955,ПОВЕРХ ЧЬЕЙ-ТО ЛИЧНОСТИ CBCM,MOBEPX 4bEV-TO JNHOCTI CBCM
956,ЭТОЙ ЗИМОЙ,3TON3MMON Mbi y aTcAacanTo.
957,ДНР,
958,ПОМНИМ...,nOMHNM 1941-1945 59RU
959,ПЕДО ФИЛ,nEAOPW
960,pi,
961,С ПЕРВЫМ СНЕГОМ,CNEPBbIM CHETOM
962,МЕДСЛУЖБА,MEACnYKEA
963,улан-удэ,ynAH-yn
964,"Музыкальный спектакль ""Сердце на снегу""","My3bikaAbHbiH cnekTaKAb ""CepAue Ha cHery"" BPOAH"
965,"СВЕЗЛИ ВЕСЬ СНЕГ ГОРОДА НА КРАСНУЮ  ПЛОЩАДЬ. СПАТЬ НЕ ДАЮТ - ДОЛБЯТ  БОРТОМ, ЧТОБЫ  РАЗГРУЗИТЬ  ПРИЛИПШИЙ СНЕГ",evprogen CBE3NBECbCHEr FOPOA HAKPACHYIO nOWAAb.CnATb HE AOT-AOAT 6OPTOM.YTO6bI 0057 PA3rPy3NTb PUN CHEr @SVODKA.24 @SVODKA a TVK6 RU 24 @NEWS NGS24
966,GenShin impact,GENSHIN IMPACT
967,"СПАСИБО, НАМ ЕЩЕ ОТ ПЕРВОЙ ИКАЕТСЯ.","CNACHGO, HAMEWEOT NEPBOAMKAETCA"
968,"ОСТАТЬСЯ ДОМА = СОХРАНИТЬ  ЗДОРОВЬЕ, А МОЖЕТ, И ЖИЗНЬ!","P 01520 OCTATBCA AOMA= COXPAHNTb 3AOPOBbE, AMOKET, MXM3Hb!"
969,динамо - игры чемпионов ,HHAMO-MTPGIEMINOHOB 瓜
970,ночи защитника отечества ,HON3AUHTHHHA OTEUECTBA
971,кубок мэра,aUr2 KY5OKM3PA
972,LIVE! ЖИВИ!,KHBHI
973,спасибоврачам,TACMEOBPAHAM
974,ПРОСТО скоро весна,RIPOCTO cxOpOBeCHO C lrpcpte
975,С Праздником!,C pa3IHMKOM!
976,БЛАГОТВОРИТЕЛЬНЫЙ ЗАБЕГ,5nAFOTBOPMTENbHb 3A5EI 新市司 MRRCK
977,с днем рождения! москва,20ea0-02608 C-2ZC H AHEM POKAEHVA! MOCKBA nan
978,5,? 
979,Поздравляем!,Hosspabaaon!
980,ИНФОРМАЦИОННЫЙ СТЕНД,"OHAKANMTANbHOTOPEMOHTAMHOFOKBAPTHPHbIXAOMOBFOPORAMOCKBbI MHOOPMALNOHHbINCTEHA ONPOBEAEHNNKANINTANbHOrOPEMOHTABMHOTOKBAPTNPHOMAOME ARPEO r.MocKa.yn.CyAocTpOMTnbHaA.a.27,K.3 CCHOOUUNOAEDRARPOCLOEIPAEOT Mostptocaappwcropotaoce JAXASOK ronoPRRK BAPASOT 000-0 Amss mon  FUNT uet m6 Lueuwhe roala 中热体 nPOECTVNOC CPOGLRPOEEDCHRPASOT mt PMPA mt apaeio HaOPOPLA Cbea CWEONBCFOKE OoatraaaoapeecateDuAm 8(495)695-64-20 8(495)223-48-30 (495)777-77-77"
981,с днем победы!,AHEM nOGEAbI!
982,коммунизм,KOMMYHYM
983,ИВАН ВЕЛИЧКО ВО ВРЕМЯ БОЯ БЫЛ РАНЕН НО СПАС ВСЮГРУППУ ИЗ ГОРЯЩЕГО БТР,7 DPDHMYKECEEA NBAH BEJNYKO BOBPEMR6OR5bUTPAHEH HO CHACBCHOPYNny N3TOPAUErOSTP
984,Экономьте с новой бонусной картой! до 100 оплата покупок бонусами до 5 возврат бонусами,3KOHOMbTeCHOBON6OHyCHONKaPTON! A100% onnaTanoKynoK6oHycaMK A5% BO3BpaT6oHyCaMM DomyTe oao SonycHo KapTy  MaraHH
985,Вся власть Советам!,福 BCa BnaCTb CoBeTaM!
986,CHOOSE LOSE,
987,АМПАХЬШЬ-ШАНА,
988,БОЛЬШИЕ,ARI SOAbUINE xtrur nPAKAOREHRA cXsoctukon
989,Защита прав потребителей,3amnTa  IpaB IOTpeonTeJne
990,ПОБЕДИТЕЛИ,TOFEANYEAN
991,СЮРПРИЗ ДЛЯ СИНЬОРИНЫ КОРИЦЫ,y Saepa CIOPNPVBS CAHbOPMHbIKOPVLbI
992,РУССКИЙ ЯЗЫК,OMAMEHRPERETNTOP 3.Poear M.E.Fonyo PYCCKMN 93bIK o muryaun
993,К Н И Г И  МЕРТВЫХ,TIEHKYK K·H·И·T·И MEPTBbIX XPOHHKHHEPHOTOOTPLLA
994,КАН-КУН,AnekcanapSpenep KAH-KYH oT4eTo6oaHoMyxoae OTPLIBOK YSKHNTH
995,Кит на пляже,liim Hanane lanso Mfoaepe
996,сюрприз для синьорины корицы,nb CIOPIPV3 CHHbOPMHbIKOPMLbI
997,каталог славяно-русских рукописных книг из собрания е.е. егорова,TBAUCU CAARHO-PYCCKXPKOIHCHHXKHH KATAAOT H3COEPAHHAEE.EIOPOBA
998,ЛИТЕРАТУРНЫЙ КОНКУРС БЕЛОЙ ВОРОНЫ,EONBOPOH IMTEPATyPHA KOHKYPC
999,УГОЛОК ПОКУПАТЕЛЯ,OOKOAYATEN
1000,Петр Смычагин Тихий гром,lemp CM6Iya2uH Tuxuu 2pOM
1001,брайан трейси нет оправданий! сила самодисциплины,5PAMAH TPENCN HET ONPABDAHMM! CMUA CAMOACLHNHI
1002,что нам есть с точки зрения химии,SHarencrgcniHexaDgcSailnH SEHNIZT TOHAMECTb CSrLaoA
1003,ВИНОХРАНИТЕЛЬ,BVHOXPAHVTERG
1004,Детские книги в круге чтения взрослых,Semckueknuzu Bkpyzeymcnug B31ocnbly
1005,Кухня и Бар,hyxuubap
1006,Jolie салон красоты,jlke
1007,то MOTUL агаз,TO MOTUL IATA3W
1008,ДЕКАТЛОН,LEKATNOH RXPRESS
1009,Салон Кра,Danon
1010,ПРОДУКТОВ,SURALASHN TPOAYKTOB
1011,свежее мясо студия красоты,CBEKEE MACO CTyAHAAVACOIDI
1012,PAPA greek,YAPA GReeK
1013,Pravilo,Pravilo O3POPOBMTEHSMACCA
1014,Symposium,SrMPOSIUM
1015,полиция,O
1016,БИНБАНК,SUH6AHK
1017,ДЕКАТЛОН,AEKATJIOH
1018,Пекарня Добропек,Dooponen leRapRa
1019,ELISABETTA FRANCHI,H  ELISABETTA FRANCHH H ELISARETIAFRANCHI
1020,ПЕКАРНЯ Добропек,IEKAPHA Dobponer 
1021,WILDBERRIES,WILDBERRIES
1022,Е,
1023,МЕТИЗЫ,Aemu3bl
1024,МАГНИТ,MAL ASCRERA
1025,полиция,nOnNUNA
1026,Л'ОКСИТАН,JTOKCMTAH
1027,KazanExpress,KazanExpress
1028,СУШИ БАР ШИРЕ ХАРИ,CYWN GAP WMPE XAPW
1029,lady gentleman CITY,lady& gentlemor
1030,H M,H.M
1031,ДОМОВОЙ,AOMOBON TOBAPDIANAAOMA
1032,Бахетле  супермаркет домашней еды,taxetae CynEPMAPKET AOMAWHEN EAbI MONGEDNGS
1033,СТОЛОВКА,CTOAOBKCA
1034,РЕМОНТЪ ОДЕЖДЫ,SEJTMPHBIN 国01OTA CEPEGPA MOHTE CRUIKA OTOBAHIE PEBPO PEMOHTb OAEHAb Coporcu
1035,вывески,BbIBECK
1036,Гармония стиля и движения Автолига,Tapueacma Alnoura
1037,ГАЗПРОМБАНК,FA3nPOMGAAK UOz Virtuoz
1038,HEADBELLE PHOTOGRAPHY,点睛 创意 海德贝儿孕婴摄影 HEADBELLE PHOTOGRAPHY
1039,не сдаваться,HE COABATbCA
1040,КУПИ АВТОМОБИЛЬ,KYnN ABTOMO6NNb
1041,НЕТ ВОЙНЕ!,HET  BONHE!
1042,METRO LAST LIGHT,METRO LASTLIGHT 
1043,КОНДИЦИОНЕР НЕ ОТКРЫВАТЬ РАБОТАЕТ ОКНО,KOHMLMOHEP HE OTKPIBAT PAGOTAET OKHO
1044,Нет входа,HeTBXOAa DapoMaAroxHecT Kirishyo'qi
1045,METRO EXODUS,METRO EXODUS
1046,Finally we have a real man in the whte house. A white man,Finally we have mh He-whitehonse Awhitemah
1047,саларьево,CANAPbEB
1048,"МЕСТА ДЛЯ ТЕХ,КТО ХОЧЕТ ПОЗНА- КОМИТЬСЯ",MECTA XOHETO3NA ARNTEXKTO KOMTSCI
1049,ЛЕНИНА,MM NEHMHA
1050,НАДПИСЬ НА СТАНЦИИ МЕТРО В США ВОСХВАЛЯЕТ МУЖЕСТВО УКРАИНЦЕВ?,IKNEW WHaTBRaVERY ITHOUCHT HAAINCbHA IS.aND THEN ISaW UKRaINE CTAHLLNNMETPO BCWABOCXBAJAET MyKECTBOyKPAMHLEB?etStation ptown&TheBronx
1051,ВАМ!,5BAM
1052,12,Ma 5y
1053,"На двух станциях метро Москвы продублировали надписи на фарси и  узбекском языке. В мэрии заявили, что  это сделали для удобства мигрантов","HaAByXcTaHuHAxMeTpoMocKBbI npoAy6nMpoBanN HaAnHcH Ha中apcHH y36eKCKOM93bIKe.BM3pHN3aBHnN,4TO 3TOCAenanHAnAyAO6CTBaMMrPaHTOB"
1054,МЕТРО ЛЮБЛИНО РАБОТАЕМ,METPO PABOTAEM 
1055,выход в город переход на сокольническую линию 1,BbIXOA NEPEXOA BrOPOA→ HA COKONSHHYECKYIO JHNIO →0
1056,wash your HANDS brush your  TEETH BE TIDY  DON'T FORGET to blush,"wash YOUR HANDS, BrUshYOUR TEETH, BE TIDY& DON'TFORGET luh DHgate.com xymy757"
1057,М Партизанская карта Московского метрополитена,MeAPEAKOSO M SHSnpeno SaSyuKHCKae Orpaunoe CenGnoso DerpoBcKo- BnANO SOTaHHueCKHRcan lapTM3aHCKa9KapTa PasyMoaCKan MocKoBcKoro MeTpononMTeHa THMHDaeSCKaa BAHX AMMTPOBCKaS AtekceeBckas Asponopr Capbsoscxan Mapbiapoua KOMCOMOAL-CKaR Ynnua foaSensckoro HosocnoGogckas Eenopycckan 中 CH 4epoboeckas AHHaMO npocnekrMug noeobpawencxoe none MaRKDBCxas Tpytnas COKDAHNH napTaHCxaR nepeomaRcka Lae 6yaap Cyxapeac KpaCNocensCKan Hexobckaa CeMEHORCKaR Toepckas Typreweecxan HsaAnoncKan KpacH
1058,"МЕСТА ДЛЯ ТЕХ, КТО ХОЧЕТ ПОЗНА- КОМИТЬСЯ","MECTA AIATEX,KTO XO4ETN03HA- KOMMTOCA"
1059,лаборатория,AAbOPATOPM9
1060,РЕЧЬ СТАЛИНА НА СТАНЦИИ МЕТРО МАЯКОВСКАЯ,HistoryLab xpOHMKaHD PEYbCTANNHA HACTAHLMNMETPO《MAAKOBCKAA》 6H0A6pA1941r0Aa
1061,МОСКВА,aPMinl
1062,M,m
1063,РЕКЛАМА НА АСФАЛЬТЕ любой сложности,PEKJIAMA HA ACAnbTE JikboU CJIOKHOCmU
1064,реклама на асфальте,PEKnAMA HA ACPAnETE
1065,АВТО,(965)2224761 8-953-77-333-73
1066,РЕКЛАМА НА АСФАЛЬТЕ,PEINIAMA HA ACONITE
1067,Try,
1068,САЛОН ПАРИКМАХЕРСКАЯ,20  GAIOH 0Q O
1069,право на идентичность,HPABO HA MAEHTKNOCTI 
1070,ШАУРМА,
1071,Реклама на асфальте т. 0988444002,Pernama HO acpabme m. 0988444002
1072,КАРАОКЕ CONCERT55HALL ЭТОТВОЯНОЧЬ,KAPAOKE CONCERT5SHALL TOTOHO
1073,Аптека  Рубин,AnTEKA Py6NH
1074,"Асфальт, Я тебе не по Зубам",ACOANbT. 9TE5E 3y5AM HEno OReDRwneu assnocnoce
1075,РЕМОНТ автомобильной дороги по ул.Гаражная в с. Тополево,PEMOHT anroMoSbHoAopo no yn.apsxa B c.Tononeo
1076,Капитальный ремонт улицы Мухина,KananbHbIpeMOHT yngubi MyxUHa
1077,"Зачем ходить, где ездят? Выбирай велосипед на OZON.ru","3ayeM xouTb,e e? Bulbupai Benocunen Ha OZON.nu"
1078,20,20
1079,АСФАЛЬТ НА ПРОВЕРКУ,40 ACOANbTHADPOBEPKy
1080,АТЕЛЬЕ,ATENbE PEMOHT OAEMAN noAroHsa no 中wrype PeCTaBpauTpKoTaa XyAOeCTBeHHaR onKa BbiwNBKa BR3aHNe nOWNB WTOP TKaHW-KapH3bI-Man3 XHMuHCTKa-CTWpNa (495)237-59-98 MbI pa00TaeM:9-21 De3na a s0eg-be
1081,SUZUKA CIRCUIT,SUZUKA CIRCUIT
1082,девочки 270-06-,AEBOYKN 270-06-≤
1083,EA Для вашег,EAL AnABawer 四
1084,МЕСТО СДАЕТСЯ 953- 82-2222,MECTOCAAETCA orwumschelarpru 953-482-2222
1085,Красноярская клиническая больница 20 им. И.С. Берзона,KpaCHO9pCKa9 KnNHNYeCKay 6onbHNLa N20 WM. W.C. 5ep3OHa
1086,ДОБРО пожаловать на ВТОРОЙ ЭТАЖ!,AO5PO OMALJOBAT HA BTOPOM STAK!
1087,МАКЕЕВСКАЯ ул.,MAKEEBCKA9 
1088,19 СТОЛЯРНАЯ улица,19 CTOJAPHAR yINUA
1089,дальнобой,AANbHO6OM
1090,18 улица Старая деревня,18 yJIHua Crapaa JepeBHA tnione 2.2018
1091,газелька,TA3EMLRA
1092,THE STRAND,THE
1093,А что случи - лось с ним В 1938 году?,A4TO  100b CHUM B 19380
1094,УЛ. БРАТЬЕВ КАШИРИНЫХ ТОПОЛИНАЯ АЛЛЕЯ,Yn.6PATbEB KAWNPИHbIX TONONNHAT AEA
1095,EAGLE TEAM,? EAGLE TE AM
1096,HOTEL,HOTEL CORNXA
1097,Место для курения,MecTO  KypeHng
1098,улица Виталия Скалозубова 37,37
1099,ул. Советская  219А,yI. CoBeTCKaq 219A
1100,GOS - NOMER777 ИЗГОТОВЛЕНИЕ НОМЕРОВ,GOS-NOMER777 M3rOTOBNEHNEHOMEPOB
1101,GOS NOMER777 ИЗГОТОВЛЕНИЕ НОМЕРОВ,GOSNOMERTT MBROTOBIEHMEHOMIEPOB
1102,P,P
1103,Свое производство и доставка по всей России ,CBOENIPOM3BOICTBOM JOCTABKA HO BCEM POCCMM
1104,Свое производство и доставка по всей России,CBOEIPON3BOICTBO JOCTABKA TO BCEM POCCMM
1105,мои документы,goKyMeHTbI MOM 8（4951777-77-7 C313 YOPABAEHME CRYKEL OAHOrOOUHA RENAPTAMEHTA FOPOGCKARPEHRAMAH  CRSPEAKOHCKAR
1106,"УЛ. ЭНГЕЛЬСА, 77-А","Yn:3HFEbCA,77-A"
1107,Цифровой мир,LuOpoBon Mup
1108,Цифровой мир,R LuppoBOn Mwp
1109,Иль-де-Франс,Hnb-Je-PpaHC
1110,ПРОДУКТЫ,nPOAyKTbI PEHOHT  OAEMAO XANGTOEAPI
1111,Glossy Go e on,Glossy &Go beauty salon
1112,FISHING TOURNAMENT,TOURNAMENT
1113,BOUTIQUE,BOUTIQUE
1114,zepter INTERNATIONAL,zepter. NTERNATIONAL
1115,МЕБЕЛЬ КУХНИ VERONA,VERONA YERONA MEbEIb&KyXHH
1116,КАШЕМИР И ШЕЛК,KAUEMMPUEAK
1117,PROST! BOISE EST 2015,PRO'ST! BOISE EST2015
1118,SA LE спродажа,金 acnpoμaxa 50%
1119,ЛЕРУА МЕРЛЕН,AEPYA MEPAEH PEMOHTCIPOECTO·UN
1120,Русская Птица,Pycckas nruya
1121,орт,POPTE LLONPEH RLALE
1122,YVES ROCHE FRANCE,日 YVES ROCHE FhAMG
1123,механика света,MEXAHMKA CBETA
1124,ПОЧТА РОССИИ ПОЧТА БАНК,X店Y MOYTA POCCHK DOYTABAHK
1125,ГЛОБУС КАНЦТОВАРЫ И ТВОРЧЕСТВО,TΛObyC KAHUTOBAPbI W TBOPUECTBO
1126,ОХОТНИК,OXOTHNK
1127,МЕДТЕХНИКА,MEATEXHNKA 5
1128,А,tneRa Oraca ntetca Oracal nnx BX
1129,GET TROUBLE KELLY LINK,"GET TROUBLE LINK KELLY ""Ridiculously brilliant These storles make you laugh while staring into thevoid. The Boston Globe"
1130,СОВРЕМЕННЫЙ РУССКИЙ ЯЗЫК ЛЕКСИКОЛОГИЯ. ФРАЗЕОЛОГИЯ,MCHEE-OFPASO#AHHE COBPEMEHHDIM PyCCKMMA3BIK JEKCMKOJOTHA QPA3EOIOTIA E五HOE TOCOBHE
1131,AUTUMN COVER,AUTUMN COVER 2020
1132,Книга Пожеланий,KHuza ToscenaHui 9山$
1133,Daisy Jones THE SIX,OvEcanmemer heos hmelod GDOOK IOFWCSIOun'DOLLYALDtaTON Daisy Jone's & THE SIX Proporo1oboobsessod STYLAST Fabulously FHEFINLLS enteroining book to end sis ih odoy dOvOuOO FEAVME COTTON SEEEWTNIACEGOK TAYLORJENKINSREID
1134,лунный ветер Евгения Сафонова,-0 JIYHHBIN BETEP EBreHNACaOHOBa
1135,КЛУБ весёлых человечков,KAY5 Ceceerm leueeenncct elerePevsoanneu
1136,РА ФАЛ ВОЯ ЧЕК,PA DAJI BOH EK
1137,Олег и Ольга,Cureaa
1138,Гуси- лебеди,MOH NEPSDIE KHNXKH Fycu AEBEAN
1139,Тараканище,Maparanuue
1140,СКАЗОК,GB 730R
1141,СТО ОДИН РЕЦЕПТ,L&C CTOOANH PELLENT Ow wpecwux afeooe do do.wswax ernenauox MAPEAPREAIPSISORA
1142,С юбилеем!,章 Coouneem! Le-book.ru
1143,УНИВЕРСАЛЬНЫЙ КЛЮЧ ТАРО,YHHBEPCAHHO TAPO ANA
1144,А.С. Пушкин СКАЗКИ,cka3RM
1145,Русский язык 1,"#恭儿 T.M.AHDH0Ba,B.A.MmOxHa PyccKHi X36IK 1"
1146,Алексей и Екатерина 02.10.2010,Anercea u Ekamepura 02.10.2010
1147,Олег и Ольга,uer u una Le-book.ru
1148,АРИФМЕТКА,APMOMETMKA Dhs 1 knacca
1149,ТЕРЕМОК, TEPEMOK POCM3H
1150,РОДНОЕ СЛОВО 2,POAHOE CIOBO2
1151,БОРИС КОЩЕЕВ Формула успеха Эпизод I,5OPNC KOWEEB 中opmyna ycnexa 9nM3OAl  Le-Book.ru
1152,"КОТ, ПЕТУХ И ЛИСА","KOT,NETYX NNMCA"
1153,1984 GEORGE ORWELL,H 1984 GEORGEORWELL
1154,ТРЕНАЖЁР ПО ЧИСТОПИСАНИЮ Русский язык 4,Kpabubsul TPEHAKEP nOYNCTONNCAHNIO Pycceui 9u3buc
1155,РУССКИЙ ЯЗЫК,"EAVDLUA HATARAHIN WKOAbHbi KYPC PYCCKHN A3bIK Aecnpooma yA06HO OHATHO cnoba Cogooye Hoyacon Bkpamge kpamka Clecaoco Heccman CTPYKTYPA TEKCTOB, Heaimca nOCNEAOBATENDHOE H3NOKEHHE YAOSHAR HHOOPMALHH ANA3ANOMHHAHHA Gleuagou Hunsdageu Clogabrio 3AKPENIEHNE nOArOTOBKA heenpabspom HCHCTEMATH3AUHA KYPOKAM, 3HAHHA 0r3HEr3"
1156,РУССКИЙ ЯЗЫК И КУЛЬТУРА РЕЧИ,"CPEAHEE nPOOEC CHOHAIb HOEO5PA 30BAHNE COOTBETCTBye 几.A.BBEAEHCKAA,M.H.4EPKACOBA PyCCKMMA3bIK HKynbTyPAPEYN EHИKC"
1157,РУССКИЙ ЯЗЫК,"T.r.PaM3aeBa,.C.CWnb4eHKOBa TeTpaJbJIaHpoBepouHbx paooT Ky4e6HNKy T.F.PaM3aeBO PyCCRMI A3BIK 7 ruacc DpeOa"
