index,answer,prediction
2332,"ефрейтор 9509205111
аэрофлотовский лорд
Векшин стенание рисовый",eфрейтор 9509205111 аэрофлотовский лорд  Векшин стенание рисовый
2333,"пиво расческа издерганный
Гайдучик кыргызский
9355462197 Кисляков",издерганный ПВО pacчeсka Гайдучик КЫРГЫЗСкИй Кисляков 9355462197 
2334,леер,inexpiore  leer Srhm F 
2335,вдавливать,вдавливать
2336,кузнецкий?,кузнецкий?
2337,сайт,САЙТ 
2338,"обозреть
надругаться
индонезийский?",обозреть надругаться индонезийский?
2339,"Ваня(
цикл
пленка",BaH( ЦИЛ ненка
2340,"цоколь
согнутый
реветь", цоколь согнутый реветь
2341,"хрипатый
дайджест
звать",хрипатый дайджест звать
2342,"шнуровка
чего-то",шнуровка чего-то
2343,"бумеранг
чурка)",бумеранg чурка)
2344,trip,TRIP 
2345,"Сахончик
заноза
Дунаева ,",Сахончик заноза AuнaeBa
2346,"МХАТ
live",MXAT live 
2347,"зубрежка?
Невский",зyбрeжкa? Hevckiy
2348,Корягина,Коразниа V
2349,"клизма ?
буднично",? клизма буднично
2350,9867435447,1
2351,Роберт,роберт 
2352,"ослепить
отягощать",оcsеnumb отягощать
2353,Цыбина,ЛыбиHa
2354,"Косова
лошак ;",Koсoвa лошак 
2355,Жерко,*epko
2356,Сиднев,Сidнeв 
2357,"Игнатеня
чуланчик",Игнатеня чуланчик
2358,"пальба
брус
поистине
тесаный",нальба 6pyc поистине тесаный
2359,Михед, Михед
2360,"9833990610
разграбить",9833990610 разграбить
2361,Полуянчик,ПоуянчИк
2362,"9305439844
ракетка", 9305439844 ракетка
2363,"32361
экзот",32361 ЭКЗОТ
2364,"обмолвиться(
уставный",обмолвиться( уставный
2365,ост 67185,ocm 67185
2366,"дума
Тимощук",ДYMA Тимощук
2367,назреть,назреть
2368,"Касач Альфа-Банк
9625628794
головастый",Касач Альфа-Банк 9625628794 головастый
2369,Герман 32970,wwpefecria.com ФепмаH 32970 9 4G1124136 
2370,фуга?,Фyra? 3
2371,Габдрахманов Середкина,Габдрахманов Середкина 
2372,"Мочалов
чага
боек",Мочалов чага 6oek  MARVEL
2373,Голубович,Фолубович
2374,"косолапый
нарочитый!",ADORESS DATA N C R X URSUR 5 K 2 M S O O A B JATION косолапый нарочитый
2375,даже,даже
2376,замруководителя,замруководителя
2377,Лихач,Лихач 
2378,порваться,Ope
2379,хобот,ХОБОТ
2380,"44726.
Крот",44726. Kpот 
2381,"штат ;
79183",wmam 7918 
2382,шипеть,шипеть
2383,Юрьевич!,Юрьевич!
2384,слежка,слежка
2385,возразить,возразить 
2386,собачка,S СOБА4KА
2387,"упираться?
Абдрашитов",упираться? Абдрашитов
2388,Марченко,Map 
2389,кулич,КУЛИЧ
2390,слаженность,слаженность
2391,"документирование
велик теократический",документирование Белик теократический
2392,"грузчик
дисперсия
Гракович-",ФРУЗЧИК ДИСПЕРСИЯ ГРАКОВИЧ-
2393,47038,t6s
2394,"киселевский
send
Ширяева",киселевский send Ширяева
2395,Леша,Леша
2396,"электричка,
зэковский","   электричка, ЗЭКОВСКИЙ"
2397,"until
9403245695", O еU2 4H24 until 9403245695
2398,"Селин
Марчик",Seлин MapчиH 
2399,"манок
урка", маHок ypka
2400,"сладенький пуфик
Рускевич нагибаться",сладенький pufik Рускевич нагибаться
2401,Хорошилова,Хорошилова 40 0
2402,"синод
западно-сибирский
Леня
9435622099
государственность",СИНОД ЗАПАДНО-СИБИРСКИЙ ЛЕНЯ 9435622099 tg 0 Co ГОСУДАРСТВЕННОСТЬ N 21 GeY th w 38AME
2403,"через
водолаз
министр
военный
Алина",через водолаз министр военный Алина 
2404,Ладик,Ладик
2405,сажа.,сажа.
2406,"спешный:
дурь
уголовно
Бредихин",спешныш:  дypb уголовно Бредихин
2407,дыбы,дu6ы 
2408,"Свешников
кузнецкий Тазетдинов
9811018780", Свешников Тазетдинов кузнецкий 9811018780 H
2409,диско,дНКО
2410,"ищущий 9651044143
гомосексуалист!",ищущий 9651044143 гомосексуалист!
2411,жесточайший,жесточайший
2412,Фролов,ФРОЛОв
2413,"Павловец
рассуждать
неоглядный
повышать",Павловец рассуждать неоглядный повышать 
2414,37741, 37741
2415,цель, 4е16
2416,"шаманский
9073042834,","шаманский 9073042834,"
2417,"Бирюков
Хомяк",Бирюков Хомяк
2418,концессия,концессия 
2419,Рассолько?,рассолько?  
2420,Калюжная,A
2421,"Борцова
блокнотик
бикини",БОРцОВа БЛОКНОТИК БИКИНИ
2422,Сочи, Сочи 
2423,орех,opex
2424,двукратно,двукратно
2425,усик,YCHK
2426,"нераздельный
обложение",нераздельный обложение 
2427,Августин участь,Августин участь  
2428,"брюнеточка
реакционер", брюнеточка реакционер
2429,"add
Темников",add Темников
2430,полет,нолет futhanicSrt Tas MaenTud  8
2431,"Вергейчик
закруглить",® Вергейчик 13 закруглить
2432,царить,уарить
2433,бессвязно,6eccBA3HO
2434,штормовой,ШТЭРМОВОЙ 
2435,"умный,
кодла",W YM кодла
2436,"Каверина
хорда
57407",Каверина хорда 57407
2437,"бунтарский
дворня",бунтарский дворня
2438,"Можарова,",Можарова
2439,"печь
вздуться Шойгу очертить
свидетельский 9571218301
избрать тифлисский
беспричинный Сивая   )",нечь Шойгу вздуться очертить свидет ельский 9571218301 избрать тифлисский беспричинный Сивая
2440,31659,Oh MO Ob 31659
2441,"несметный неотвязный
Манн бунчук
Фадеева соблазнять.",несметный неотвязный MaHn 6yHчyк Фадеева соблазнять.
2442,"10300
13633
Стаин",10300 13633 Стаин
2443,Жура,*ypa
2444,полишинель,полишинель NTIG
2445,"ложность
снижаться
укоризна",ЛОЖНОСТЬ снижаться укоризна   0
2446,66303, 66303
2447,Рубанов Мартинович,Rubanov Marтinoviчh
2448,"вонь
тупо", BОHЬ myno
2449,Ахтямова, Ахтямова
2450,"РСФСР
71629
стянуть",PCФCP 71629 СТЯНУТЬ
2451,"португалец
дурно-",ПОРТУГАЛЕЦ ДYPHO-
2452,семенник Чаленко,Чаленко семенник
2453,"стащить
четки",стащить четки
2454,полночный,полночный
2455,сродни,
2456,фактурный, фактурный
2457,"пауза:
turn",науза: turn
2458,Пузан,ПyзаH
2459,землячество,MIPNES  
2460,"Пожидаева
Столярова",Пожидаева Столярова
2461,"кадка
талант
хлебец
яство.",КАДКА ТАЛАНТ ХЛЕБЕЦ ЯСТВО.
2462,"перепродажа однополярный Шуляковская
недоделка подковать
Жила Реброва грампластинка неслучайно",Шуляковская перепродажа однополярный недоделка подковать Жула Реброва грампластинка неслучайно
2463,"пемза
гречка
штраф
Ганина",немза рпечка штраф Ганина
2464,Урюпин,struye Урюпин Hos robots 
2465,бубенчик рассвет,бубeнчик paccвeT
2466,ниче,
2467,Бударина,Бударина
2468,43418,43418 *
2469,бобер, бобер 
2470,гибкий,Ги6кий  W
2471,общительность),
2472,"Достанко клеть
зарегистрировать.",Достанко КлЕТЬ зарегистрировать.
2473,Чуйков!,Чуйков!
2474,плинтус,ннтус IC
2475,"Тишкина
Бурдук",ишкина Бyрдук
2476,74804-, 74804 
2477,"рьяный
околыш",рьяный ОКОЛЬШ
2478,Рафаэль ихтиолог,Рафаэль ихтиолог
2479,пипл,numn 
2480,"Коряков перестрелка
налоговик тягота
затечь Люся Лещенок
салатница Гречишкин",Коряков перестрелка налоговик тягота Люся затечь Лещенок салатница Гречишкин
2481,"скорбь
курение",скорбь курение
2482,"почтовик Кокорева
переселиться
подсадной Малюк",почтовик Кокорева неreseliт ЬCA подсадной Малюк
2483,юрин,ЮПИH
2484,"сиживать
Антошин .",сиживать АHTOШNH
2485,Клецко,Клецко
2486,взаимно,взаимно 
2487,нестройно,нестройно
2488,истреблять,
2489,Глеб, Глеб 
2490,"Шанчук
отдых(",ШАНЧУК отдых(
2491,пудовый,пудовый
2492,"Бохан Толстых
содержательный",Бохан Толстых содержательный  
2493,сыграть,cb2pamb ILES 61
2494,"бакенбарда
ЖКУ проявлять",  бакенбарда ЖКУ проявлять
2495,"ситец
тлен",ситец тлен
2496,"льгота Мохов
понятный 56844",Мохов льгота WURO ПОНЯТНЫЙ 56844 
2497,"генацвале
9917883936
Лагунова
новоявленный
всенощный",генацвале 9917883936 Лагунова новоявленный всенощный
2498,"заталкивать
твин",заталкивать ТБИН
2499,задрать,ЗАДРАТЬ 
2500,"Зеландия Щурко
Решетников
повиноваться:",Зеландия Лyрко Решетников повиноваться:  
2501,Гуторов,ФyTopoB
2502,пробрать,пробрать
2503,72648,72648
2504,Баранова 9193400286,Баранова 9193400286 
2505,28728,28728
2506,песик,несик
2507,"уценка
хлыщ
ариец",уценка хлыщ apuec
2508,индийский,
2509,9727438962, 9727438962
2510,паря,", наря"
2511,"седой
житие
частота)",седой *umue частота)
2512,63248,63248
2513,"road
крап-",road  крап-
2514,Кулакова,
2515,"Ширшова
княжна",Ширшова княжна
2516,конек,KОHЕK
2517,"Сущик
данный
не-ет-",Сущик данный nе-еt-
2518,"обертон
малышок
пыльник",обертон мальшок ПЫЛЬНИК
2519,убить,убить
2520,Бородко,NORITH THE FACE БорОдко
2521,неофит;,неофит;
2522,наци,наци
2523,9589904402,9589904402
2524,"сталь
писарь
Копоть-",Ra Picked Oke pkAE pasha
2525,"мифический
слизь
Эмиль   :",мифический сЛизЬ Эмиль
2526,"базилик
мойка
одарять",базилик мойка одарять
2527,56976,)) 56976  ) O 11
2528,"able
армия
генез",S able армия 2енe3
2529,обхват,CITr 
2530,лень,ЛЕНЬ 
2531,сляб,2 сляб
2532,разъезжать,езжать ра3b 1
2533,"очертя досочка
score
Овсейчик
молох",14 ОЧЕРТЯ Я ДОСОЧКА SCORE ОВСЕЙЧИК МОЛОХ
2534,пава,нава
2535,"государыня
скорбь обязать
Колпаков тарарам",зосудариня cкopδь одазать Конахов тарарам
2536,благо,благо 
2537,"Абсалямов
мильон",Абсалямов МИЛЬОН
2538,"Колб
егерь",Колб егерь 
2539,"перетряска
статус  ?",перетряска cтaTyc 
2540,"полк
башковитый
подсластить",ПОЛК башковитый подсластить
2541,"бунчук
оленина настояться",6уHчyк оленина настояться
2542,Хмыль НЛО,Хмыль НЛО
2543,чево,чево
2544,"снятой
много",сНяТОЙ МНОГО
2545,fair.,fair.
2546,"pull
льстить?",pull льстить?
2547,"зябь
консульский
чубук", зябь чy6yk консульский
2548,"Вавуло
печаль
Битов",Вавуло печаль Битов 
2549,"тамошний
Климкова",тамошний Климкова
2550,парусник активно,парусникактионо  X
2551,"Скоморохов)
задушить",Скоморохов) задушить
2552,умело,UEEN C yмело
2553,нокаут 9935916640:,9935916640: нокаут
2554,отбор,отбор 0 ω×+ s →6 a ω se 6+ L. 7
2555,загалдеть,деть загал
2556,"Титов
загранка",LA SOCIALE Tumoe загранка
2557,"нонче
Рожок
дрын", нонче Рожок дрын
2558,"эгоцентризм
подоходный",- эгоцентризм подоходный
2559,списывать,ПсbваТЬ 
2560,исповедник,зеоHик ucnoe 
2561,югослав,ЮГОСЛАВ
2562,сноп,CHOП KYK7128
2563,9794219977,HUNDRED PERCENT CHANCE 979421997
2564,"несущая
напутать  ;
9325177335
Искандарова",несущая напутать 9325177335 Искандарова
2565,сирый,сиpый
2566,"олигомерный Марья
девчонка Сойко Шух
Усманов
несколько инженер",олигомерный Марья Сойко Шух девчонка Усманов HECKOΛbKO инженер 
2567,"издевка
Чаусов )",издевка ЧaycоB
2568,"коммерчески,
33936 цаца
Скуратов
Рено
израилев!","коммерчески, 33936 цаца : Скуратов PeHo израилев!"
2569,"ВЦИК
наезд",  БЛИК наезд
2570,Пауков,науков
2571,"уезд
Митрохин
срезаться",uezd Митрохин срезаться
2572,"ключица,","ца, H КЛЮ"
2573,нечего(,нечего( 
2574,"вынуть финал
Глушак
хлористый",финал ВЫнУТЬ Глушак хлористый
2575,63448,FE  BEa AE M Moe 2 2 erlk 63448  B 177 
2576,"четверик Мухаметдинова
Гирин хохма стильно
Ширшова приснопамятный",четверик Мухаметдинова Гирин хохма стильно Ширшова присногамятный 0
2577,"Ганичев
клевета
Реутов
фонарь ,
выдуть",Ганичев клевета Реymов фонарь выдуть
2578,9724237560,
2579,"9169048712
иль волкодав
страз", 967 9169048712 ИЛЬ Болкодав стра3
2580,м-м-м,F 1Y:0
2581,Козич?,КОЗИЧ?
2582,Гладченко,Гладченко
2583,"Фишер,
галогенный разбойник",Фишер BAA галогенный разбойник
2584,"филигранный
Греция",филигранный Греция
2585,"пряник picture
одурманивать
это ужасно",picture пряник одурманивать это ужасно
2586,"селезенка
Степанов",селезенка Степанов
2587,"Гайдаш скандалист
возблагодарить
бонна Стройтрест",Гайдаш скандалист возблагодарить Стройтрест бoHнa
2588,"эпилептик
керлинг
20922
юркий",эшилептик kерlинg 20922 юркий
2589,помпон неоднократно-,ПОМПОН неоднократно-
2590,подогнуть Сокольчик Ракитин,Сокольчик Ракитин подогнуть
2591,"Поздняк
вытесняться",Поздняк вытесняться 
2592,легкомысленный,легиомыслеНЫй 
2593,"трубить)
рака
дурдом",трубить) paka дyрдом
2594,Зенчик,3eH4uk
2595,"свес
Диана", CBec Diana
2596,"99259
НКВД
Дали",99259 HKBD Дали
2597,"сооружаться
иглоукалывание
Строев",сооружаться иглоукалывание Строев
2598,"укореняться
писарь
понижаться",укореняться нucapь нонижаться
2599,будочка,будочка
2600,"Тулупов
Дедюхин",6  Тылyпов ДедюхиН
2601,"Семыкин
стойко
Якунина?",Семыкин стойко Якунина?
2602,82606,82606
2603,Носов,HocoB 8 otetee ONOO
2604,Трегубов,Трегубов 
2605,засиять,
2606,"ломота
ухудшение", ломота ухудшение
2607,описаться,mbCa onuc 11   1   1 1    : :   …          :   
2608,Устинова,Устинова
2609,Дергач, Дергач
2610,"талый
88444",талыи 88444
2611,"противно
Ляхов",противно Ляхов
2612,"дефектный
катар",дефектный kаmaр 
2613,"мачта левизна
9139812070
слепая-",мачта левизна 9139812070  слепая- 
2614,легкоатлет обнажаться.,легкоатлет обнажаться. 
2615,"9722402815
Самович",9722402815 Самович V
2616,"Юхник доброта
девятнадцатый  )
канонизация
вручить матица )
Казимиров шляхта",Юхник доброта девятнадцатый ) канонизация вручить матица ) Казимиров шляхта
2617,насилу,  насилу
2618,вымачивать,Вымачивать
2619,"бегун
Запольская",C 6eryH Запольская
2620,сервис), сеpвис)
2621,"антураж бисквит рецептура
невидимость пакер тачка
Молчанов Новик Рябцева",6uсквит aHTypaж рецептуpа невидимость накер тачка Молчанов HOBNK Рябцева
2622,"9118301130
баснословный",9118301130 БАСНОСЛОВНЫЙ
2623,"обрез
стыдливость
Шанина",обрез СТЫДЛИВОСТЬ Шанина
2624,погонщик,ИОГОНЩИК
2625,сразу,cpa3y 
2626,Дедов.,едов.
2627,"прошедшее,","прошедшее,"
2628,Майко,Майко
2629,"обалдеть
каторжанин",обалдеть каторжанин
2630,"сливки
уличка",СЛИВКИ YЛИЧКА 
2631,"марихуана
шифон  ?",марихуана шифон ? 
2632,гриф,ФПИФ 
2633,Кушнер,Kyшнep AA
2634,"безумный
гороховый",безумный гороховый  
2635,correct,= 2 correct
2636,поверх,новерх  .. : 1.  1
2637,"паралитик
Личко
Моргунова:",паралитик Личко Моргунова:
2638,"вколачивать,","вколачивать, 0"
2639,"апчхи
тимус)
hill", aнyxu mumyc) hill
2640,"сырьем
иссякнуть
Сапоненко",сырьем иссякнуть Сашоненко
2641,"раздвигать чушка
трудный вдохновить(",раздвигать чушkа трудный ВДОХНОВИТЬ(
2642,30390,  30390
2643,"page
обаяние
нести
анчоус",page обаяние нести анчоус
2644,брехня,6pехня
2645,прииск,npuuck
2646,ежить,е*ить
2647,Яцыно,Яцьно 7 
2648,"Плетнев
Смольский
разрисовать;
оценивающий",Плетнев Смольский разрисовать; оценивающий   
2649,gone,gone
2650,жираф,*ураф
2651,"пуск,",nyck 
2652,"Козак
Басов-",Козак Басов-
2653,"гогот протуберанец
9036762207
заалеть спидвей",протуберанец ФОГОТ 9036762207 спидвей заалеть
2654,"дагерротип
ступор",дагерротип ступор
2655,"минский
нормальность айва", МИНСКИЙ HOPMAJbHOCTb АЙВА
2656,тяпка,тяпка
2657,Лазарева,Лазарeва
2658,"Журова
Базан
статья
МЭРТ
Макей",*урова Базан статья МЭРТ Макей
2659,акрил,акрил 
2660,шарить),1  0 3 шарить) S 1K
2661,"44638
48305.",44638 48305.
2662,"пеший;
стук",неший; cтyк
2663,"фотка-
борец
пошив",ФОТКА- БОРЕЦ ПОШИВ
2664,"дивно доносчик
калужский арбитр
переиграть",ДИВНО ДОНОсЧИК калужский арбитр переиграть
2665,67606,TE 67606
2666,сота,cota
2667,"пшено
наяда",ншено наяда
2668,линять,ИНЯТЬ
2669,Козаченко,Козаченко
2670,дель,дель 
2671,"панталык
9179675715",нанталык 9179675715 
2672,"Глебко
зарастать",Глебко зарастать
2673,17047,17047 FIRE Ta Lae
2674,"наклон
Плетнев
Малкин)",наклон Плетнев Малкин)
2675,Меньков,MeHbKOB
2676,Черный,  Черный
2677,78669,78669
2678,"Бирило
Кусков
физфак",60.0 
2679,Кохно.,Кохно
2680,"догматизм
path",догматизм path ' S
2681,Седова,Седова
2682,9563363505,9563363505
2683,"Ксения многоуважаемый страус!
марал Дина прищурить",Ксения многоуважаемый страус! марал Дина прищурить
2684,"тантал
амбиция",тантал амбиция
2685,60093-,60093- 
2686,"Михаэль
Болотин:",Михаэль Болотин:
2687,"простираться
запасной",простираться запасной
2688,"Герус
37106
Метла",Фепyc 37106 Метла 
2689,"believe(
Нефедьев
покорность",believe( Heфedьev покорность
2690,"умывать Цыбуля
шутить
нация
житье
лакейский(",Цыбуля yMbBаTb шутить нация  *утье лакейский(
2691,"фавор Вашкевич
rock
Карасик
пиротехнический",Фавоp Вашкевич rock Карасик пиротехнический
2692,9796639454,9796639454  00
2693,"station
бубновый",station бубновый
2694,пластически?,
2695,чахнуть,чахнуть
2696,"попа
39972",nona 39975
2697,"Щуревич
суббота,","Шуревич суббота,"
2698,"опасный
к.417",опасный K.417
2699,глыба,сыба
2700,"распухать
Михасев
свыше",РАСПУХАТЬ Михасев СВЫШЕ
2701,лучина,SR
2702,"затейник
заскрипеть
9481761006
угадать",затейник заскрипеть 9481761006  угадать
2703,неяркий,Hеяркий SINGER
2704,носик, 
2705,биомасса,6иомасса
2706,"мякоть
Киселев",МЯКОТЬ Kicelev Ka  7 20
2707,"27496
правда",27496 правда
2708,9348606426,
2709,"9957277488 длить
Коротких кустик
Марфа Рыбинская
Гузенко)",9957277488 длить Коротких KYCTUK Марфа Рыбинская Фy3eHKo)
2710,"повелевать отвалиться
укачать заснять",повелевать отвалиться укачать заснять  
2711,ларец:,  ларец:
2712,"Милютин Мигунов
материальность;",Милютин МигуHов материальность; 
2713,логос,ногоС
2714,"Травников
73481.
МГИМО
наступать;",Травников 73481. МГИМО наступать
2715,ни-ни!, PEVER HI-HИ!
2716,wrong,wrong
2717,разлад,разлад 
2718,хвощ,ХВОЩ
2719,Лебедевич сниматься,Лебедевич сниматься
2720,"Шупляк)
плотик",1. Шупляк) B ПЛОТИК
2721,"смачно
паника;",смачно паника;
2722,"октябрьский
Севрюков Дятлов
Хомченко
сморщить
хиромантия",октябрьский Севрюков Дятлов Хомченко сморщить хиромантия
2723,веточка,
2724,"Симченко
дева",C имченко дева  0
2725,сжигать,сжигать  
2726,Леонова,ЛеоHоBa  '
2727,Кочанов,Кочанов
2728,"уездный,","uездный,"
2729,"нагорье
краснощекий,
соединенный","нагорье краснощекий, соединенный m  2 S ar 2 2"
2730,"начмед Герасим
Сысой Стоянов",Ферасим начмед Сысой Стоянов 
2731,ребрышко,ребрышко
2732,благоприятность,ВЛАПОПРИТНОСТЬ
2733,Чиркун,ЧиpкуH
2734,нереальный,
2735,особенно,особенно 
2736,Жарких,WNCIMGOLIE Хари
2737,"волшебно никак
пощекотать
кабинетик",волшебно HUKAK пощекотать кабинетик
2738,космос,KOCMOC
2739,"однополчанин
проходка
уплывать",однополчанин проходка уплывать GUARD TRANING CRD
2740,несмышленый изобличить,несмышленый изобличить 
2741,"paint
пятый
десница
Севрюк", paint  пятый десница Севрюк 
2742,Жабко Митькин,Жабко Митькин
2743,усесться 9314966008,9314966008 усесться TRRSE
2744,лабаз,набаз
2745,"идол
48146
хула ?
Бокий",ИΔОΛ 48146 ? xyλa Бокий
2746,диаспора,  12 D 88 221
2747,"branch
Тетерина",branch TетериHa  C
2748,"обосновать
лихач",обосновать лихач
2749,"упорхнуть
деревня
кокс",упорхнуть деревня KOKC  
2750,"грациозно
изголовье",грациозно изголовье
2751,Даниил,Даниил  1n- 
2752,"клавир Сак
продуктивный
хлопотливый
колосник", Cak клавир  продуктивный хлопотливый КOЛОСНИК
2753,Хрущев,Хрущев
2754,стоп, . . - . CTOП
2755,Бобрик,Бобрик
2756,"54732
47188",54732 47188  V W
2757,Шишло:,Шишло:
2758,"овцеводство
единый
прояснение
гневить",овцеводство единый прояснение гневить R  H
2759,"счесться
Алексий между
опус
туфта Кудлач",счесться Алексий между опус туфта Кудлач 
2760,рассекать,pacсekать
2761,86554,86554 
2762,Зыков,639 H3C 3bK0B
2763,"Мендель
осколок",Мендель ОСКОЛОК
2764,"посыл
Михин
раба",E ПОСЫЛ Fritten Pict Михин РАБА
2765,"winter
анкетный
навряд
остро",PERRYCLLIS winter анкетный навряд ocmpo
2766,"артиллерия
Грекова",артиллерия Грекова
2767,Брич:,Бpuч:
2768,"Сидоров
курортник.", Sidoroв курортник.
2769,снедать,снедать
2770,"покинуть Капский
сломать Абдулла",Капский покинуть Абдулла сломать
2771,простак,простак
2772,веха, Bexa 
2773,"поручень Коптева
миллиардер
пальмовый",Коптева поручень миллиaрдер пальмовый 258 PUEZL 1ZL
2774,лежать, лежать
2775,блесна,6nеcHa R
2776,крона,BOHA
2777,лето,нето  ©
2778,брага),6paгa)
2779,"заказной?
опала
бесчувственный
извиняться",заказной? опала бесчувственный ИЗВИНЯТЬСЯ
2780,Чикаго,Чикаго   5
2781,Матюшин,Матюшин
2782,умно,MHO
2783,Кулыба,Кульба
2784,"студеный
резервист
ацтек",F  студеный резервист ацтек
2785,талмуд, талмуд
2786,датчик,   V
2787,кварц,кварц 
2788,стук,cтуk 1X
2789,"шейный
пошловатый",шейный пошловатый
2790,"гусар
уход", rycap YXOA
2791,"червяк
эпатаж
магний
двурушник
гнать",червяк эпатаж  магний двурушник пнать
2792,"женить
сводиться",женить сводиться
2793,"Баблевский
Киселев!
приземной",Баблевский Kiselev! приземной
2794,хотя, хоma
2795,"ефрейтор
отлучить", ефрейтор отлучить
2796,10388,  10388
2797,"Малинин
9368238420 ниже
Давидович",Малинин 9368238420 ниже Давид ОБИЧ
2798,кросс,KPOCC
2799,включаться,вKΛ04аMbC9  HS
2800,Маров,MapoB
2801,"компас манишка
9392790085 Бобр",KOMIACM 9392790085 Бобр ' 
2802,пешка,нешка 
2803,"скатка
умный",скатка умный
2804,"банковский дамка
Иордан бархотка",банковский дамка 
2805,сервитут, оервитуТ  ©
2806,"малость;
приглушенно
стать Малицкий",МUЛОСТЬ приглушенно Малинкий стамь
2807,"завитой
fight
бусы плечо)",завитой fight бусы плечо)
2808,"наущение певица превозмогать
солженицынский",2 наущение невица превозмогать солженицынский
2809,"Дутов
замазка
супчик
куда",Дутов замазка cy n4uk куда
2810,"ребус
ломка",pe6yc ломка
2811,пенаты!,   ненаты!
2812,"лязг
пайка
ожог",ΛЯ3Γ найка ОЖОГ 2499
2813,"смотрение
возмужать",F20 SPULER смотрение возмужать
2814,"бубновый
шустро
удобный",бубновый шycmpo H удобный LIEUT M
2815,"кабаре
подачка
опекун", кабаре подачка 331 опекун 
2816,водянистый,ТЫЙ ВОДЯН 
2817,Романова соломенный:,Романова соломенный:
2818,Изъюров,Изъюров
2819,"проповедь
Якубчик остроумие",проповедь Якубчик остроумие
2820,обозлиться,OO E MAIDSS 
2821,"датский
наплавка",датский  наплавка
2822,"просидеть изучить
углеводородный  ;",просидеть изучить углеводородный
2823,"Стефан
тупость",Стефан Тупость
2824,"Пекун 71434
регулировщик вослед
физик-теоретик
верблюжий светодиод","Пекун 71434 регулировщик вослед физик-теоретик верблюжий светодиод : ""1 : :  "
2825,"продразверстка
Старикова!",продразверстка Старикова!
2826,примат,Mы пrиmat
2827,Шелкович,
2828,мстить Ковалевская,Ковалевская МСТИТЬ
2829,Артамонов внезапность,41 Артамонов внезапность
2830,52358,52358 
2831,отток,OTTOK H0  4
2832,"Хуснуллин
ингушский
катион примечание",Хуснуллин ингушский катион примечание
2833,но-но,HO-HO
2834,"славист
82509",славист 82509
2835,мазанка),мазанка) 
2836,клепать,клепать   
2837,"выемка
Концевая",Ⅲ  сыемка Концевая 66: O
2838,"9658168312
бридж
Хасаншин",9658168312 6puдж Хасаниин
2839,"прядка  .
9925103811
Петрович",ПРЯДКА 9925103811 ПЕТРОВИЧ 
2840,брюзжать,брюзжать
2841,"Машкин
рекорд
пожарный",Машкин рекорд пожарный
2842,всецелый,всецелый
2843,"Шингирей
Табаков
Нечитайло
Аршинов",ШИНГИРЕЙ ТАбАКОВ НЕЧИТАЙЛО Аршинов
2844,Кошкарев,Кошкарев
2845,Пац сервитут,Пац сервитут
2846,"всякое
Рагозина",всякое Раго3инa
2847,"Касьяненко
Васькина !
выкатить
Дерюго  (",Касьяненко Васькина выкатить Дерюго
2848,загрузка,3Ka загру 
2849,двойня.,
2850,аналог,аналог 
2851,одержать,одержать BHK
2852,чаша),чаша)
2853,межевой,= O=
2854,"застынуть
подарочек",застынуть подарочек
2855,каротин, каротин
2856,"Попенко
23638",Попенко 23638 
2857,язва,Π язва  -
2858,хлыст,ХЛЫСТ 
2859,"аэрозоль Кохно
накормить   !",эрозоль Кохно накормить
2860,"мгла
Гойя",M2a Гойя 
2861,борода(,P 100 02 600 БОРОДА(
2862,саморегулирование,
2863,пленум,нленум
2864,"Светка отцепить
9608153379",Светка отцепить 9608153379
2865,нить,HИTb hha 1
2866,"stop
Аносов
Сидор",stop АHOCOB Cudop
2867,Хорьков,Хорьков
2868,настояние,
2869,"Савин Бурков протечь
семя Лозовская ocean
булыжный
бутик",Савин Бурков протечь семя Лозовская осеaп бульжный бутик
2870,"сморить
Болтуть
остров",сморить Болтуть остров
2871,"Велиев
12360", Велиев 12360
2872,"думский
Баранов
почта",думский Баранов почта
2873,доня,доня a
2874,"супермен смрад
константа
табуретка",супермен смрад константа табуретка
2875,"обувь
рожки",обувь рожки 340
2876,"71659
зело",71659 ЗЕЛО
2877,насмешливый,
2878,ракета,раkета
2879,"chord
17514",CHORD 17514
2880,Брылев,БРЫЛЕВ
2881,"вау the .
донестись", the. Bay донестись
2882,смущаться,смущаться
2883,Матюнина,Матюнина
2884,"кольцовский
болезнь",кОлЬЦОВский болезнь 
2885,"Белянина
Мосгордума-",БЕЛЯНИНА МОСГОРДУМА- 
2886,"штаны probable
Сытая
декартовский     :
памятник выдрать",probable штаны Сытая декартовский памятник выдрать 86 
2887,регби, peg6u
2888,"Боярина
манящий
порох", Боярина манящий порох
2889,"подымать иностранец
польстить переключать",подымать иностранец польстить переключать
2890,"брехня
57457",брехня 57457 NEZALL
2891,Брич!,Брич!
2892,"нонсенс
буфетчица
обсерватория",HOHCEHC буфетчица оbsерватоrия
2893,"швейцар
битюг
лыжный-
Дергай",швейцар битюг  лыжный- Дергай
2894,Федотов,Федотов
2895,Афган,Афган
2896,"прежний наркотик(
вестернизация
чтить
пикантность",прежний наркотик( вестернизация ЧТИТЬ пикантность
2897,заумь,заумь    
2898,"Гарбузов
Хаттаб
расшвырять,
перевести","4 5 7 6 9 Гарбузов Хаттаб распвырять, перевести"
2899,Абдулина.,г  Абдулина
2900,"изюм пульсирующий
незамужний лис  .",ИЗЮМ пульсирующий незамужний ЛИС
2901,речник, речник
