index,answer,prediction
830,IANIS CHAMALIDY,[А)-$   (НАМАЦБ'
831,классный уголок,[сскы {о^о%
832,60,ИПНЕ 60
833,фрукты продукты,Ш ФРУКТЫ ПРОДУКТЫ
834,МаксидоМ,пямшом
835,Брандмауэр,ОбЪишыг б :нер Брандмауа
836,TECE close to you,"ТЕСЕЕ созе +0 уоц ""БЫЛ"
837,Вандализм - разруши- тельное поведение человека,[ч%ч лъ но[ ~~_ [Зол9с ыъд - <ъ~- ф че
838,БЕЛГОРОД,"4090,"
839,ЭТО ТЕЛЕПРОЕКТ ДОМ-2,ЭПОТШ]РОЕКЕДОМ-2 ИНОДШЯВОЛОДЯШЛИН ВЫЕЗЖИЕИЗВШ-ДШШИЮИ
840,Василий Шукшин. Кадр из фильма Печки-лавочки,"Василий Шукшин: Кадр из фильма ""Печки-лавочки"""
841,Иван Васильевич МЕНЯЕТ ПРОФЕССИЮ,ИВЧН ЧСНХёВеси ПРОФеСсИЮ Меняа 
842,Я,А_нечка @ЕС_]ЕБ₽
843,"Алексей исполнял обязанности горничной, мыл полы, колол дрова, топил печи, чистил овощи, ходил на базар и в лавочку.",шлеЕнииспалюал €тязннссу лаЕничнон папкпыг Еш АнЕи СЦЕшИн 7п/ #атЫР Лмьшни1 [ ргал
844,"весна,блин!",Бестсиин
845,Я ТЕБЯ МУР МУР,Я ТЕВЛ МУР МУр
846,В,1
847,ДА ЗДРАВСТВУЕТ наше начальство! САМОЕ ГУМАННОЕ НАЧАЛЬСТВО В МИРЕ!,Дд ЗДРДЕСТЕЧЕТ ННИшегтцытпр САНОЕ ГУМАННОЕ НИЫН
848,НЕ ПОМНЮ - ЗНАЧИТ НЕ БЫЛО!,НЕ ПОМНЮ  ЭНАЧИТНЕБЫОЮ
849,секс,СЕКС Шуги
850,НИ ДЕТЕЙ НИ ЗАБОТ,НИЗАЕОЙ пошара: иа -ка
851,ОТДАЮСЬ РАБОТЕ НА 100,10  ПОНЕЛНЬНИК ОМДАЮСЬ 25* ВТОРНИК РБОЕ 403 СРЕДА ш чивент НА 100%1 ПЯШНИША
852,отличный парень,ОтАИчНЫй ПАРЕНЬ
853,Девичник!,ДеВИЧННК!
854,Че вылупился будто у меня яйца на бороде!?,вылупитг Булта КЕИ ш}Ца Барадсе?
855,Для меня авторитет мой любимый дед,Дмя менЯ автаРЦтет МоЙ АЮбЫМЫЙ ДеД
856,обожжжжжаю,[БРЖАЖЖЖАЮ
857,ПАЦАН СКАЗА ПАЦА СДЕЛ,ЖШЮ Щ
858,девичник,"ДЕВИЧНИЮ "" """
859,сексом дружбу не испортишь,(ЬКСОМ ДРУХБУ ШЕМСЛОРТИШЬ
860,REAL,(2
861,без баб,БЕЗ БАБ
862,ТОЛЬКО-ЧТО УДАЧНО ЖЕНИЛСЯ,ТОМЬЮО:ЧО УМО ЖЕНИК(Я
863,без паники! сейчас всё будет,ролс БЕЗ СЕНЧАС ПАНИ&ЧЕ БУЦЕТ
864,богиня,БОГИНЯ
865,ЦАРЬ,ЦАРК ШРАЕЛГЭШИИГ
866,вот так выглядит идеальный мужчина,В0- -АК ВЫГЛЯДИТ ИЛЕАЛЬНЫЙ МУЖЧИНА
867,ЗАЧЕМ РУГАЕССЯ НАСЯЛЬНИКА?,ЗАЧЕМ РУГАЕССЯ НАСЯЛЬНИКА?
868,HELLO,
869,"Nah. - Rosa Parks, 1955",_а^: @о5и Ра*:; 1955
870,GIRL,@
871,я так думав,{ЦШМВ ~игЁ(4;
872,мама,
873,ЦИРКЪ,!Ряъ # #ыыхь
874,BERRY,ВЁКК
875,ШОПИНГ НАЛЕГКЕ,ШОПИНГ НАЛЕПКЕ 
876,allcafe рестораны и гостиницы,@Шса€е рестораны и гостиницы
877,овощи - фрукты,овощи ФРукТЫ
878,индюжина,ИНДЮЖИН
879,Пекарня,"""Шекарня Твекав Вкусвы аен] Еънтечкн [Всв |"
880,М,(ч@ Ъл7 
881,сбарро,[4? (ми
882,HUAWEI,НЫАШЕ|
883,МЕБЕЛЬ,МЕБЕлЫ
884,ИТАЛЬЯНСКИЙ OSTERIO MARIO РЕСТОРАН,мА^Ьянски4 0'[@-О М4Р.О РЕСТОРАН
885,FINIKO,['&КО
886,Лиговский проспект ,ШраГЫн ПЕаЕГСТ
887,ЕЖДУНАРОДНАЯ,зк}О} 'Е ЖДУНАРОЛАЕ
888,KURAGA.AGENCY КРЕАТИВНОЕ АГЕНТСТВО,КЫ@^;4 ^ЗЕ)С? КРЕАТИВНОЕ АГЕНТСТВО
889,BeverlyHills DINER,..Е₽ @@З
890,библиотека AB IMPERIO журнала,[ШИЕКЮ 0 $У (бХолиото 3 *урн? 
891,НАЧНИ СВОЙ БИЗНЕС,=5 НАЧНИ СВОЙ БИЗНЕС
892,НАЧНИ СВОЙ БИЗНЕС,[со2 НАЧНИ СВОЙ БИЗНЕС ~Раязааонн
893,ВИНО,
894,GRAO DE CAFE,[М; (@@^' (й
895,калина молл,исот ВИ] ~ПП [2 {ана}) {/Ж а6е [.(; ПУШКИНО ПАРК [@Д
896,а -Кофе,заннтофе
897,не,ПШ#Е !Е {! ГШШШ
898,восточный банк,ВОСШЧНЫХ БАНЬ
899,МОЙКА,5
900,Федеральная налоговая служба,Федеральная налоговая слуЖба ЫЕв МыМиием9и
901,BARZINI РЕСТОРАН ИТАЛЬЯНСКОЙ КУХНИ,Ш#ЛШЪ Р ЕСТОР АН ИТАльЯнской КУХНИ
902,WC,[(-
903,ЛИЦЕЙ 17,ИНМИ: ОБА-ЭЫЫ АЛМЫЕТАЦНИ ПРОД= СШФошя МУНИЦИПАЛЫОЕ АВТОКОННОЕ ОБЩЕОБРАЗОВАТЕЛЬОЕ УЧРЕЛ ДЕНИЕ ЛИЦЕЙ & 17 ГОРОДА СТАЕРОПОЛ?
904,230-231,230-231|
905,here now,[/ &14@4'
906,HILDING ANDERS,[а нцыме АЬРН9
907,СЕМЕЙНОГО,"УХОД ""СЕМЕЙНОГО УДИЯ"
908,ББР БАНК,ЭБАРк
909,ПОЛИКЛИНИКА 32,ВВВВ [ СМ [Ц ПОЛИКЛИНИКА 32 ОКНО ЕЕВ
910,ВЫВЕСКА,ВЫВ;СК
911,Курицу вином НЕ поить,ВИНОМ Курицу <оЧшЬ НЕ
912,37,37
913,НАВАЛЬНЫ,"{Ън8"""
914,юляятеб люблю,ЯНДыг
915,АВАЛЬНЫЙ,НАВААЬНЫ
916,С новым годом,
917,i love you,1е €  *: 1<? х2 > 7]}
918,люблю тебя,4+6 3 ^ -О тЕбЯ
919,2020 2021,2020
920,Merry Christmas,"ФА? 0  """
921,LOVE,
922,желаем здоровья! мы-вместе," ЭАААЕМ ЗО₽оБА_7 2 4 0488/,, # Ы-ВАЕСТЕ"
923,Happy New Year,4с9ч {еу Уе (с
924,2022,202 2
925,ПУТИН-ВОР,Гн-е 21г
926,2019 2020 2021 2022,9 2022
927,Merry,64 ~7 ( 74
928,ШНУР SOS,ш н У ₽ $ 0 $
929,2022 HELLO,2022 НЕ< 
930,навальный,[#В+4ь6ы7
931,НАВАЛЬНЫЙ!,НАРАМЬн^У
932,SNOW,';@1
933,УБРАТЬ КУЧЮ,П9тИн Помоги УБРАТЬ ХЧЦэ
934,SPRING,<е2 16
935,2020,2020
936,ТА ИНГ,
937,SALE,'А1€
938,В ЮНЕСКО,~<
939,SPRING TIME,"22|М 7 , мЕ"
940,Доброе Утро,УбеДбр @юрд
941,Bud,
942,снегом!,снегом:
943,С первым снегом!,#еъ(& снегома
944,СН ВИК должен быть БЕЛЫЙ!,сНЦ ОВИК допжен быть БЕЛЫЙ!
945,2019,2019
946,Happy new yea,""""" 42849 Чеф"
947,17 января - Всемирный день снега,17 янбаря - Всемрныц Яень сне2б
948,2017,
949,snow,'о
950,С новым годом!,#НОВЫМ ТОДОМ
951,URA.RU,&@^ @_
952,сккрсп,
953,SNOW,$&@1)
954,Пусть Зима будет С НЕЖНОЙ,Пусл @ЖНЙ}
955,ПОВЕРХ ЧЬЕЙ-ТО ЛИЧНОСТИ CBCM,ПОВЕРМЧЕОЛИНОЧЮ ШИ
956,ЭТОЙ ЗИМОЙ,ЭТОИ ЗИМОИ анпаиаПаЛ=я ЯЕшДЛТш
957,ДНР,
958,ПОМНИМ...,59 [(; ПОМНИМ:: 1945 1941
959,ПЕДО ФИЛ,ЗИ^ ПЕАМ
960,pi,ри)
961,С ПЕРВЫМ СНЕГОМ,С ПЕРРЫМ СНЕГОМ
962,МЕДСЛУЖБА,МЕДСЛУЖБА
963,улан-удэ,ПЛАНУТЭ
964,"Музыкальный спектакль ""Сердце на снегу""","Музыкапьный спектакль ""Сердце на снегу"" ро^и"
965,"СВЕЗЛИ ВЕСЬ СНЕГ ГОРОДА НА КРАСНУЮ  ПЛОЩАДЬ. СПАТЬ НЕ ДАЮТ - ДОЛБЯТ  БОРТОМ, ЧТОБЫ  РАЗГРУЗИТЬ  ПРИЛИПШИЙ СНЕГ","@рго9еп СВЕЗЛИ ВЕСЬ СНЕГ ГОРОДА НА КРАСНУЮ ПЛОЩАДЬ: СПАТЬ НЕ ДАЮТ ДОЛБЯТ БОРТОМ ЧТОБЫ РАЗГРУЗИТЬ ПРИЛИПШИЙ СНЕГ @8ЫО.}А.24 @8УОШ}А 24 @ТУН6_Ы @.ЕШЗ_.6824 8,6,57"
966,GenShin impact,С# Ян [6;э сав
967,"СПАСИБО, НАМ ЕЩЕ ОТ ПЕРВОЙ ИКАЕТСЯ.",#а4; Ярясиьо Ае иеао; ОЕРвсй
968,"ОСТАТЬСЯ ДОМА = СОХРАНИТЬ  ЗДОРОВЬЕ, А МОЖЕТ, И ЖИЗНЬ!","Р 1/15,20) ОСТАТЬСя ДОМА СОХРАНИТЬ ЗДОРОВЬЕ; МОЖЕТ , ЖИЗНы пв-воо - 66а-112"
969,динамо - игры чемпионов ,"~ДЮАЧО""~ ИГРЫ Ч ЕМПИЛКЕВ"
970,ночи защитника отечества ,ШИЕМИШИ ЧЕНВИ
971,кубок мэра,и& КУЕПК ШаР
972,LIVE! ЖИВИ!,[.:! [ИВ!
973,спасибоврачам, М
974,ПРОСТО скоро весна,' 34 ПРОСТО штвгорьсна
975,С Праздником!,Праздником:
976,БЛАГОТВОРИТЕЛЬНЫЙ ЗАБЕГ,БЛАГОТНЕРИПЕПЬНЬ ? Зае
977,с днем рождения! москва,6 ДЫЕМ РОЖДЕМПЯ: МО(В;
978,5,
979,Поздравляем!,"4,0  я,6 @00367"
980,ИНФОРМАЦИОННЫЙ СТЕНД,ТОНПШПМПАПЕНЭГОРЕЛОНТА МНОТОСЕАРНРындо>ОВГОРоцнас вы ИНФОРМАЦИОННЫЙ СТЕНД 0 ПРОВЕДЕНИИ КАПИТАЛЬНОГО РЕНОНТА МНОГОКВАРТИРНОМ ДОМЕ #асы Ул Сулостроитолъналадатк 1 316Н159-5  ЛиААяи1рц ешаттт т
981,с днем победы!,С ДНЕМ ПОБЕДЫ!
982,коммунизм,КОМУИЭМ
983,ИВАН ВЕЛИЧКО ВО ВРЕМЯ БОЯ БЫЛ РАНЕН НО СПАС ВСЮГРУППУ ИЗ ГОРЯЩЕГО БТР,ИВАНВЕЛИЧКО [0 ВРЕМЯ БОЯ БЫЛРАНЕН Н0 СПАС ВСЮ ГРУППУИЗГОРЯШЕГО БР
984,Экономьте с новой бонусной картой! до 100 оплата покупок бонусами до 5 возврат бонусами,Экономьте с новой бонусной картой! 100% оплата покупок бонусами 5% возврат бонусами Пслянерренюю Бъдиснируаспымаганис
985,Вся власть Советам!,Вся власть Советам
986,CHOOSE LOSE,6
987,АМПАХЬШЬ-ШАНА,
988,БОЛЬШИЕ,БЧШ Хиыыо
989,Защита прав потребителей,Диншъад Защита прав потрёбителей к
990,ПОБЕДИТЕЛИ,ПОБЕДИХЕМИ
991,СЮРПРИЗ ДЛЯ СИНЬОРИНЫ КОРИЦЫ,Шипы4н СРПРИВ ДЛЯ СИНЬОРИНЫ КОРИЦЫ
992,РУССКИЙ ЯЗЫК,ДПИшЮ НКБЦЫ РУЧКИЙ ЯЫК
993,К Н И Г И  МЕРТВЫХ,ГЛЕН КУК К Н ИГ И МЕРТВЫХ
994,КАН-КУН,Бшче КАН-КУН памперые ОТРНП 0  Кинм
995,Кит на пляже, #а ля^ Шшка Шает [
996,сюрприз для синьорины корицы,СРПРИЗ ДЛЯ СИНЬЕРИНЫЯ КСРИЦЫ
997,каталог славяно-русских рукописных книг из собрания е.е. егорова,ТЦлшщеяшшми ЕЛЕала ФЕЕаНАГЕГЕТУИАЛЛНТНННЕНН 'а]неиынавЪЕ1
998,ЛИТЕРАТУРНЫЙ КОНКУРС БЕЛОЙ ВОРОНЫ,ЛНТЕРАТУРНЫЯ НЕЧК- ЕЕЛоИ 4а] РПНн| т1лзаыПцармнча
999,УГОЛОК ПОКУПАТЕЛЯ,иою пошшшыщ
1000,Петр Смычагин Тихий гром,Пепрыча:шн 'шхшш ером
1001,брайан трейси нет оправданий! сила самодисциплины,ТРЕЙСИ НЕТ) ОПРАВДАНАЙ (И САМОДИСИПЛИНЫ
1002,что нам есть с точки зрения химии,ЧТО АМ сть сттчкнамшл хинн
1003,ВИНОХРАНИТЕЛЬ,ИНОКРА}
1004,Детские книги в круге чтения взрослых,Зем ские Инчаи 8 <2уъе ~меци оэксъ)
1005,Кухня и Бар,[шухня н Бар
1006,Jolie салон красоты,красоты = аком ;расота `
1007,то MOTUL агаз,1@ ЫПи [ЛЭШ
1008,ДЕКАТЛОН,Чт[}Е5Э ШМПЛОН
1009,Салон Кра,{ш
1010,ПРОДУКТОВ,~зодиктов
1011,свежее мясо студия красоты,@ВЕЖЕЕ мясо СТУПИЯ 1780715]
1012,PAPA greek,Ш# 'КССК
1013,Pravilo,Ргаш (здагос
1014,Symposium,ХмРозтчм
1015,полиция,П 0 л и ц и я
1016,БИНБАНК,ЖИНБАНК
1017,ДЕКАТЛОН,ДЕКАТЛОН
1018,Пекарня Добропек,Шобропею и4и
1019,ELISABETTA FRANCHI,яЕ Е.ЗАВЕТТА -@^ СН | яЕ ЕЦ5 ^ ₽ЕТЦА Е?^&СН|
1020,ПЕКАРНЯ Добропек,ПЕКАРНЯ ДобрОцек : 1
1021,WILDBERRIES,[ШВ@
1022,Е,
1023,МЕТИЗЫ,мешПзы ~*
1024,МАГНИТ,МАГн
1025,полиция,Л ИцИ я
1026,Л'ОКСИТАН,ЛОКСИТАН
1027,KazanExpress,Ка2апБкре$
1028,СУШИ БАР ШИРЕ ХАРИ,ЕУШИ=АР [ЫнЕ {АРи
1029,lady gentleman CITY,8 9еп';-Щ С 'афу
1030,H M,{
1031,ДОМОВОЙ,"2.,лж 4эжж"
1032,Бахетле  супермаркет домашней еды,~их<+е С УП Е ₽ М А ₽ К Е Т Д 0 М А Ш Н Е Й Е д ы
1033,СТОЛОВКА,оги 4
1034,РЕМОНТЪ ОДЕЖДЫ,7о РЕОШЪ ОДЕЙДЫ Сарочш ЕЛИРНЫЙ Велонь #ш [РП ашл ШШЫ[ РЕБРО
1035,вывески,ВЫВЕО]
1036,Гармония стиля и движения Автолига,ситля имонг+я Я(олк8
1037,ГАЗПРОМБАНК,Фм Уй> мФ {оъ} [ЕВШОШЕЮ [о2
1038,HEADBELLE PHOTOGRAPHY,"""Д1а [_?тж""; ₽ # 0 Т 0 & ? ^ ₽ #у # Е ^ 0 В Е ! ! Е"
1039,не сдаваться,#Е ОПВНТЬСЯ
1040,КУПИ АВТОМОБИЛЬ,КУПИ ЯВТОМОБИЛЬ
1041,НЕТ ВОЙНЕ!,НЕт ВойнЕ
1042,METRO LAST LIGHT,Мя[) .^ЗТ 1-@ЯНТ
1043,КОНДИЦИОНЕР НЕ ОТКРЫВАТЬ РАБОТАЕТ ОКНО,ЖОНМИЩШШР ШШФтАЦ (#КНЫАТЬ ШКНО)
1044,Нет входа,"Нет входа Даромадгох нест К1г:} ,о9"
1045,METRO EXODUS,Мяво ЕХ@ Ш Ш&
1046,Finally we have a real man in the whte house. A white man,"+тк у Ф@ [же 'гь4 {я4 '1 ""4й1: "" йии Изи <"
1047,саларьево,€ АЛА ₽ Ь Е В 0
1048,"МЕСТА ДЛЯ ТЕХ,КТО ХОЧЕТ ПОЗНА- КОМИТЬСЯ",МЕСТА шлылю ашл
1049,ЛЕНИНА,пвниня
1050,НАДПИСЬ НА СТАНЦИИ МЕТРО В США ВОСХВАЛЯЕТ МУЖЕСТВО УКРАИНЦЕВ?,ТНПШЕНТ [ИНЕШ ИНаТ [@Я'ЕП? 1 НАДПИСЬ НА анп тНЕ 5:Ш .КП:-&Е СТННЦИИМЕРО В НША ВО(ХВАЛЯЕГ МУЖЕСТВО УКРАИНЩЕВ?ет $+аоп] ашп 8 Тпе Вгопх
1051,ВАМ!,0 ЭВАМ
1052,12,12 УАндщ Згл-[ 'пяят! Елвашн ЧгоП - Пптгагн: нути-сыр
1053,"На двух станциях метро Москвы продублировали надписи на фарси и  узбекском языке. В мэрии заявили, что  это сделали для удобства мигрантов","На двух санциях метро Москвы продублировали надписи на фарси узбекском языке: В мэрии заявили, что это сделали для удобства мигрантов"
1054,МЕТРО ЛЮБЛИНО РАБОТАЕМ,]н4Ю #ШШ
1055,выход в город переход на сокольническую линию 1,В #4 > ВЫхОд [ПЕРЕХОА ТОРОД (ОКОЛЫШ(Э Ш
1056,wash your HANDS brush your  TEETH BE TIDY  DON'T FORGET to blush,[МЪЮ {#^Я; ТЕН ВЕЙ& ;О@;ЕГ вомМок Ф [нДа\ш хушу757
1057,М Партизанская карта Московского метрополитена,Енс_н - М ГгПалне Гаганнч ггшнн Партизанская карта Маскавскаго метрополитена инчнгяьпгл Ладотлькаго Аъоапоат шцчи ШАгапаоар Лртоорасна0з лолт [нуетчн Совогиима апинннга ₽ Пързомаьаы Смв Тиыутатгг_н9 Беанаасвп 3югътплтагллпата
1058,"МЕСТА ДЛЯ ТЕХ, КТО ХОЧЕТ ПОЗНА- КОМИТЬСЯ",МЕСТА Длщ ХОЧЕТЛОЗНА ЖКОМИЛЬСЯ Ко
1059,лаборатория,МБОРАОМИ
1060,РЕЧЬ СТАЛИНА НА СТАНЦИИ МЕТРО МАЯКОВСКАЯ,"НЬтогу _а} УРрНиЕ РЕЧЬ СТАЛИНА НА СТАНЦИИ МЕТРО КМАЯКОВСКАЯ "" 6 ноября 1941 года"
1061,МОСКВА,[[
1062,M,(
1063,РЕКЛАМА НА АСФАЛЬТЕ любой сложности,ПЭЕКЛАА НА АСФАЛЬТЕ любой слОжноск 
1064,реклама на асфальте,РЕКЛАМА Нд АС#АЛЬТЕ
1065,АВТО,"т9, )ваь 3 шпн=шпп-гъ а"
1066,РЕКЛАМА НА АСФАЛЬТЕ,Р% МА ЛА А ЛТ1
1067,Try,
1068,САЛОН ПАРИКМАХЕРСКАЯ,6  2 0 @мФ? 2
1069,право на идентичность,'##АВа [АЕНТКЧ:ОС ' - #
1070,ШАУРМА,~5>
1071,Реклама на асфальте т. 0988444002,Феклалма н асфалыпе 0988444002
1072,КАРАОКЕ CONCERT55HALL ЭТОТВОЯНОЧЬ,КАРАОКЕ (ФЮСЕК5БНАЦ #ЭТОТВОЯночы
1073,Аптека  Рубин,АПТЕКА РУБИН
1074,"Асфальт, Я тебе не по Зубам",АСОААЫ 13 нельсинсца Еддышан шпем] ВуБм ЯнЕ5о
1075,РЕМОНТ автомобильной дороги по ул.Гаражная в с. Тополево,РЕМОНТ злитанс Бильнай дарагн па Гашатнян Таполтп
1076,Капитальный ремонт улицы Мухина,улицы Мухина рамонт каптальнын
1077,"Зачем ходить, где ездят? Выбирай велосипед на OZON.ru",2 1 1
1078,20,20
1079,АСФАЛЬТ НА ПРОВЕРКУ,АСФАЛЬТ НА ПРОВЕРКУ
1080,АТЕЛЬЕ,АТЕЛЬЕ' РенОнт Оделин Подгонпа д0 &ипура Реставрация ТЛИнЕапи ХудОмеПвеннаЯ ШСп Вышивна Вявашне Тцани 9-21  ШТОР ПОШИВ Наркиы-Накп1я [г хинчшка ((495025755*58 [аб0-::м: 
1081,SUZUKA CIRCUIT,БЦ=ШКП ЕЮ@ЕЦТ
1082,девочки 270-06-,ДЕВОЧКИ 270-06-
1083,EA Для вашег,# Для вашег
1084,МЕСТО СДАЕТСЯ 953- 82-2222,[ЕСЛ @ДАЕШСЯ омотин 953-482-2222
1085,Красноярская клиническая больница 20 им. И.С. Берзона,больрасноярская) клиническая им: ИС: Берзона
1086,ДОБРО пожаловать на ВТОРОЙ ЭТАЖ!,#И [5Р Лмимм ТЛМ ВВЮРЙ)
1087,МАКЕЕВСКАЯ ул.,ИПМЕ[ВШ ч
1088,19 СТОЛЯРНАЯ улица,19 СТОЛЯРНАЯ УЛИЦА
1089,дальнобой,Енъеъху
1090,18 улица Старая деревня,18 улица Старая деревня Аанньск
1091,газелька,гнав0у
1092,THE STRAND,ТНЕ УП
1093,А что случи - лось с ним В 1938 году?,ЧТО СУчи = 4а(ь ним 438 п)
1094,УЛ. БРАТЬЕВ КАШИРИНЫХ ТОПОЛИНАЯ АЛЛЕЯ,УЛ БРАТЬЕВ КАШИРИНЫХ ТОПОЛИНАЯ АЛЛЕЯ
1095,EAGLE TEAM,ЕАС_Е Т Е А м
1096,HOTEL,нбт=_
1097,Место для курения,Ме с т 0 дл я кур ени я
1098,улица Виталия Скалозубова 37,31 Сколозувока . Уалня
1099,ул. Советская  219А,у Советская 219А
1100,GOS - NOMER777 ИЗГОТОВЛЕНИЕ НОМЕРОВ,605-~ОМЕ@777 ИЗГОТОВЛЕНИЕ НОМЕРОВ
1101,GOS NOMER777 ИЗГОТОВЛЕНИЕ НОМЕРОВ,Езе _Му=К узк жве_аоуЕв
1102,P,Р #
1103,Свое производство и доставка по всей России ,@вовпРоизводашвом досивкА[вад России
1104,Свое производство и доставка по всей России,@овпоизводавом ДССИВ^ 0ва.?са
1105,мои документы,9а ЧмЕНТЫ ття
1106,"УЛ. ЭНГЕЛЬСА, 77-А",УЛ; ЭНГЕЛЬСА; 77-н
1107,Цифровой мир,Цифровой мир
1108,Цифровой мир,Цифровой мир
1109,Иль-де-Франс,~Франс Шьде
1110,ПРОДУКТЫ,пОллиш шача
1111,Glossy Go e on,@ & &о са; @^о'зу
1112,FISHING TOURNAMENT,#$#;м6 ТОШ;Ы^МЕШТ
1113,BOUTIQUE,ВО.Т@@_Е
1114,zepter INTERNATIONAL,Гер@ег
1115,МЕБЕЛЬ КУХНИ VERONA,ПОМА МЕВЕЛЬА КУХНИ 1ЕК ттвиг 01_
1116,КАШЕМИР И ШЕЛК,И ШЕАК КАШЕМИР 
1117,PROST! BOISE EST 2015,₽К@т! [О-$Е ЕЗТ 2015
1118,SA LE спродажа,Ёв тспродажа 7096
1119,ЛЕРУА МЕРЛЕН,ПАИ ЧИиян ^^ ~Р
1120,Русская Птица,Исскоя Штица
1121,орт,ОР=
1122,YVES ROCHE FRANCE,Жоене {в`
1123,механика света,МЕХАНИКА @ВЕП^
1124,ПОЧТА РОССИИ ПОЧТА БАНК,ШУ&СЙ [ШЕ
1125,ГЛОБУС КАНЦТОВАРЫ И ТВОРЧЕСТВО,75 БуЗ КАНЦТОВАРЫ и твОрчЕствО
1126,ОХОТНИК,охотник
1127,МЕДТЕХНИКА,
1128,А,петгтп = ~пл 
1129,GET TROUBLE KELLY LINK,#ич4 Бчп 5гь;лыа [нч} тА #дыягпилпи пт ч 1И]ап|141 '(е ТОИЁ Ц^К К;?
1130,СОВРЕМЕННЫЙ РУССКИЙ ЯЗЫК ЛЕКСИКОЛОГИЯ. ФРАЗЕОЛОГИЯ,1ШЦ1 ш!+лодан (ОВРЕМЕННЫЙ РУССКИ] ЯЗЫК ЛЕКСИЮОЛОПНЯ; ФРЗЕОЛОПЯ 1 П € 0 ! ;
1131,AUTUMN COVER,А.ТИМЫ сУБа
1132,Книга Пожеланий,Жн2( Полселнцй
1133,Daisy Jones THE SIX,"'о= 'е""п= д 1а = 'пв )а&; Фоп@' & ТНЕ $х ~Ршдаш6 Еъоазв ""Епт лга 10₽]  ""лл5 озчеша ТА?ЦО} #ЕП< $ К#@"
1134,лунный ветер Евгения Сафонова,~8ул; & Ш-~ ЛУННЫЙ ВЕ 1ЕР Евгения Сафонова
1135,КЛУБ весёлых человечков,АХРБ яе8лъэо 5нти
1136,РА ФАЛ ВОЯ ЧЕК,РА ФАЛ РОЯ т7
1137,Олег и Ольга,"()ц"" % Омж"
1138,Гуси- лебеди,ПЕРПЫЕ нмуи [УСИ АЕБЕИ ман
1139,Тараканище,Яараканиие
1140,СКАЗОК,ЯКД96
1141,СТО ОДИН РЕЦЕПТ,СО ОДИН РЕЦЕПТ
1142,С юбилеем!,Це-Бо * /ч юбчлеел!
1143,УНИВЕРСАЛЬНЫЙ КЛЮЧ ТАРО,УШВЕРСАЛЫЫМЕЛЮЧ ТАРО
1144,А.С. Пушкин СКАЗКИ,"С"" С{ЯЮ Пушкин"
1145,Русский язык 1,ААДЕ ЧНаЦА Мелыдин = Русский &8ы133
1146,Алексей и Екатерина 02.10.2010,#иексей % &юиж%чк& 02.10.2010
1147,Олег и Ольга,0 ( От Длю
1148,АРИФМЕТКА,АРИФМЕТИКА 9л класся
1149,ТЕРЕМОК,ТЬзС ₽ 0 € МЭ Н
1150,РОДНОЕ СЛОВО 2,РДЮШЕ[ЛОВ 2
1151,БОРИС КОЩЕЕВ Формула успеха Эпизод I,БОРИС КОЩЕЕВ Формула успоха Эпизод [ 5 Це-Воок 7Ч
1152,"КОТ, ПЕТУХ И ЛИСА",(О#Ше ИаисА
1153,1984 GEORGE ORWELL,1984 @@Ф@@Е ОРШ=__
1154,ТРЕНАЖЁР ПО ЧИСТОПИСАНИЮ Русский язык 4,5а:л И ТРЕНОЖЁР по ЧИСТОПСАНИЮ @чсо 9.зьч€
1155,РУССКИЙ ЯЗЫК,"саипищя НАГАЯАНЫЙ ШКоАЬНЫЙ куРс РУССКИЙ #ВЫ яшъга_а УАобно понятно сисба Бънан оень сынт Вкрал%е лш1 шити ЯРУКТУРА ЛКСТОВ 'ычшан УДОБНАН для зАпоминАнИя Ашшыаятн Цкыш ЗАКРЕПЛЕНИЕ аън инусъин СИПАМИЛАЦИН ЗАНИЙ послтдопАпльног ломтниг ннооРмАции 05 ПОД,ОюОВКА АуРОкАн огэи[,"
1156,РУССКИЙ ЯЗЫК И КУЛЬТУРА РЕЧИ,СРЕДНЕЕ Но8с ОБРА ЗОВАНИЕ ЛА ВВЕДЕНСКАЯ МН ЧЕРКАСОВА РУССКИЙ ЯЗЫК ИНУЛЫУРА РЕЧИ Ф Е Н И К € [сяашАпчин
1157,РУССКИЙ ЯЗЫК,Т Г Рамзаева Л: С Сильченкова Тетрадь для проверочных работ к учебнику Т Г Рамзаевой РУССКИЙ ЯЗЫК #с '2
1158,Летние задания,Иетнше ЗОЧШНЦЯ по [уссгому #м 7]!ы
1159,Святый княже Александре моли Бога о нас!,"Святый КНЯЖЕ АЛЕКСАНДРЕ; моли БОгА 0 НАС! СВят0Х КНЛ ь 4  ЕКСАнд ; Кал;Боги НАс1 СОЛУНСКАЯ улица КОЛОМЯЖСКИЙ проспект ФНМН рУ"""
1160,Welcome to MURDER,"{оФл@( ~@>ЕЙ Л ТН@ЕЕ В""Ь_В_^@ [$ 0 .Т51 € {1 ~ИЗ$;У #ВВШЯ [Е/М4 ЖЮу"
1161,Kira Plastinina,"(;л(Шл {пКР""-_`ЦП"
1162,ГОСУДАРСТВО НЕ ПРОСИЛО ВАС РОЖАТЬ!,ШОНУДИРНаО НЕПРОНИЛЛОВАВ РОШИЫ
